fullname,OnlineTime_YMD,Bankrupt_WDZJ,Province,City,Collapse,Benign,Fraud,RegCapital,Background,Capitaldeposit,Obtaininvest,Joinasso,Autobid,Transright,Riskdeposit,Thirdguarantee
掌悦理财,20170308,20180711.0,上海,上海,1,0.0,1.0,950.0,上市公司,1,0.0,0.0,0,0,0.0,0.0
掌中财富,20150728,,广东,深圳,0,,,500.0,民营系,1,0.0,0.0,1,1,0.0,0.0
招财袋,20140214,20151010.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,1,0.0,0.0
招金贷,20131001,20131104.0,江苏,淮安,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
昭丰财富,20170523,20170725.0,浙江,宁波,1,1.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
兆金所,20150420,20180720.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
哲通金融,20170503,,福建,厦门,0,,,442.857,民营系,1,,,0,0,,
浙昌贷,20140311,20180718.0,浙江,金华,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
浙江贷,20150721,20160121.0,浙江,舟山,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
浙融创投,20131208,20150821.0,浙江,温州,1,0.0,1.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
臻鑫配资系统,20150606,,山东,济宁,0,,,260.0,民营系,0,0.0,0.0,0,0,0.0,0.0
振源财富,20140911,20180523.0,浙江,宁波,1,0.0,0.0,150.0,民营系,0,0.0,0.0,0,0,0.0,0.0
正博网,20141227,20160825.0,青海,西宁,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
正勤金融,20140901,,广东,广州,0,,,1111.1,民营系,1,0.0,1.0,0,0,0.0,0.0
政信贷,20141230,20160804.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
政信金融,20141201,20160816.0,江苏,淮安,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
智富会,20150801,20151202.0,江苏,苏州,1,0.0,0.0,10.0,民营系,0,0.0,0.0,1,0,0.0,0.0
智富理财,20160706,,河北,石家庄,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,1.0
智佳金服,20160420,20180912.0,广东,深圳,1,0.0,1.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
中贝金融,20141231,,四川,成都,0,,,100.0,民营系,1,0.0,0.0,1,0,0.0,0.0
中富润德,20150301,20150330.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中广财富,20141224,20150821.0,浙江,金华,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中桂联投资,20150519,20150524.0,广西,南宁,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中国网络信贷平台,20150118,20150821.0,湖北,黄石,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中航生意贷,20150205,20180719.0,上海,上海,1,0.0,1.0,500.0,国企背景,0,0.0,0.0,0,1,0.0,0.0
中葵财富,20160825,20161103.0,山东,淄博,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中联新源投资,20141101,20160503.0,北京,北京,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中民i投,20160425,20181011.0,上海,上海,1,1.0,0.0,40000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中闽创投,20110901,20160526.0,北京,北京,1,0.0,0.0,1018.9,民营系,0,0.0,0.0,0,1,0.0,0.0
中南e贷,20150428,,广东,深圳,0,,,10.0,民营系,0,0.0,0.0,0,1,0.0,0.0
中乾在线,20141118,20160310.0,贵州,贵阳,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中仁财富,20151227,20170907.0,广东,深圳,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中融钱邦,20150808,,北京,北京,0,,,100.0,民营系,1,0.0,0.0,1,1,0.0,0.0
中融所,20140513,,福建,厦门,0,,,1000.0,民营系,0,0.0,0.0,0,1,0.0,0.0
中瑞财富,20140512,,北京,北京,0,,,1250.0,上市公司,1,0.0,1.0,1,1,0.0,0.0
中山投资,20141111,20150610.0,浙江,舟山,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中商行,20150523,20170401.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
中投摩根,20140804,,北京,北京,0,,,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
中吴财富,20150228,20170401.0,上海,上海,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,0,0.0,0.0
中祥金融,20141222,20151008.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中信速贷,20140914,20150704.0,江苏,泰州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中续投资,20141103,20160328.0,广东,梅州,1,0.0,1.0,250.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中银资本,20130901,20140115.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中赢瑞银,20160530,20180720.0,浙江,宁波,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
中盈贷,20140625,,江西,赣州,0,,,309.844,民营系,1,,,0,0,,
中原贷,20120801,20150105.0,河南,郑州,1,0.0,0.0,50.1,民营系,0,0.0,0.0,0,0,0.0,0.0
中鑫金服,20140820,,四川,成都,0,,,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
种豆宝,20180401,,浙江,杭州,0,,,517.372,民营系,0,0.0,0.0,0,0,0.0,0.0
重信合伙人,20170504,20180817.0,上海,上海,1,0.0,0.0,1000.0,民营系,1,0.0,0.0,1,0,0.0,0.0
众邦财富,20151110,20170707.0,河北,石家庄,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
众昌财富,20151027,20160827.0,安徽,合肥,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
众车在线,20160326,20180712.0,广东,深圳,1,0.0,1.0,500.0,民营系,1,0.0,0.0,1,1,0.0,0.0
众筹宝,20141103,20180806.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
众创资本,20150303,20150801.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
众立信,20160824,20161124.0,四川,绵阳,1,0.0,0.0,50.0,民营系,0,0.0,0.0,1,1,0.0,0.0
众善服务,20160721,20170927.0,贵州,贵阳,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
众赢创投,20160302,20160714.0,浙江,衢州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
诸葛E投,20140820,,安徽,合肥,0,,,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
助力金融,20160422,20160427.0,安徽,合肥,1,0.0,0.0,391.92,民营系,0,0.0,0.0,1,1,0.0,0.0
助民贷,20130802,20151125.0,北京,北京,1,0.0,1.0,5000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
铸金所,20151222,,北京,北京,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
筑梦天使,20150301,20160125.0,湖北,武汉,1,0.0,1.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
砖头网,20160818,,天津,天津,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
庄里贷,20150705,20160120.0,河北,石家庄,1,0.0,0.0,300.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
卓安e贷,20150328,20170821.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,1,0.0,0.0
卓信财富,20150206,20150527.0,山东,滨州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
紫枫信贷,20111201,20150630.0,江苏,南京,1,0.0,0.0,50.0,民营系,0,0.0,0.0,1,0,0.0,0.0
子时金服,20170906,20180109.0,上海,上海,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
纵横理财,20170810,,浙江,杭州,0,,,129.3,国企背景,0,0.0,0.0,0,0,0.0,0.0
左右逢园,20141025,20180823.0,北京,北京,1,1.0,0.0,650.0,民营系,1,0.0,0.0,0,0,0.0,1.0
胤赞投资,20160515,20160627.0,上海,上海,1,0.0,0.0,900.0,民营系,0,0.0,0.0,0,0,0.0,0.0
伽满优,20170901,,上海,上海,0,,,200.0,民营系,1,0.0,0.0,0,0,0.0,0.0
讴业普惠,20160808,,河北,石家庄,0,,,1000.0,民营系,1,0.0,0.0,1,0,0.0,0.0
蓼盛财富,20150829,20180424.0,安徽,合肥,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
吆鸡理财,20170526,20180710.0,广东,深圳,1,0.0,1.0,600.0,民营系,1,0.0,0.0,0,0,0.0,0.0
泓源资本,20170303,20180503.0,浙江,台州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
琥珀金服,20160502,,广东,深圳,0,,,1000.0,国企背景,0,0.0,0.0,0,1,0.0,0.0
柚子理财,20151218,20180716.0,上海,上海,1,0.0,0.0,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
瓯江贷,20140525,20141126.0,浙江,丽水,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
昊都钱柜,20150701,20160729.0,宁夏,吴忠,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
甬添财富,20150520,20170401.0,浙江,宁波,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
鸢都贷,20140312,20141025.0,山东,潍坊,1,0.0,0.0,22.0,民营系,0,0.0,0.0,0,0,0.0,0.0
虔诚猫金服,20160516,20180710.0,浙江,杭州,1,1.0,0.0,200.0,民营系,1,0.0,0.0,0,0,1.0,0.0
鑫贝通宝,20180524,20180717.0,广东,深圳,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鑫贷天下,20150311,,山西,太原,0,,,500.0,民营系,0,0.0,0.0,1,1,1.0,0.0
鑫广金融,20170512,20171219.0,浙江,宁波,1,0.0,1.0,580.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鑫华创投,20140702,20150602.0,山东,潍坊,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鑫汇龙跃,20170628,20180111.0,江苏,常州,1,0.0,0.0,280.0,民营系,0,0.0,0.0,1,0,0.0,0.0
鑫汇投资,20150609,20160817.0,山东,滨州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鑫脉财富,20150510,,山东,滨州,0,,,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
鑫茂创投,20150626,20151019.0,山东,济南,1,0.0,1.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
鑫润投资,20141101,20160817.0,山东,烟台,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鑫鑫贷（苏）,20140201,20150416.0,江苏,苏州,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
