fullname,OnlineTime_YMD,Bankrupt_WDZJ,Province,City,Collapse,Benign,Fraud,RegCapital,Background,Capitaldeposit,Obtaininvest,Joinasso,Autobid,Transright,Riskdeposit,Thirdguarantee
蓝海创投,20150615,20160927.0,山东,济宁,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
蓝金所,20150909,20170201.0,广东,深圳,1,0.0,0.0,500.0,国企背景,0,1.0,0.0,1,1,0.0,0.0
懒丁贷,20170606,,天津,天津,0,,,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
懒猫1688,20151001,20160318.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
老树财富,20141020,20150515.0,上海,上海,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乐贷网（鲁）,20141101,20141118.0,山东,济南,1,0.0,0.0,198.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乐金所,20150428,20181210.0,安徽,合肥,1,0.0,0.0,500.0,民营系,1,0.0,1.0,0,1,0.0,0.0
乐居财富,20141105,20180713.0,湖北,武汉,1,0.0,1.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
乐融巴巴,20110328,20161201.0,新疆,乌鲁木齐,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乐融在线,20150323,20170829.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乐升易贷,20150421,,安徽,宣城,0,,,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
乐享宝,20151224,,福建,厦门,0,,,500.0,国企背景,1,0.0,0.0,0,1,0.0,0.0
乐优车,20161008,,山东,青岛,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
雷萨财富,20150609,20160812.0,山东,潍坊,1,0.0,0.0,600.0,民营系,0,0.0,0.0,1,0,0.0,0.0
黎明创投,20150715,20160927.0,山东,淄博,1,0.0,0.0,280.0,民营系,0,0.0,0.0,0,0,0.0,0.0
理财保姆,20160401,20180110.0,上海,上海,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
理想贷,20130401,,浙江,杭州,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
利德丰财富,20150301,20150512.0,山东,青岛,1,0.0,1.0,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
利多财富,20140620,20160101.0,河北,衡水,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
利丰财富,20160308,20170509.0,浙江,台州,1,0.0,0.0,280.0,民营系,0,0.0,0.0,0,0,0.0,0.0
利好贷,20140108,,福建,厦门,0,,,300.0,民营系,0,0.0,0.0,1,1,0.0,0.0
利巨人,20141016,,四川,成都,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
立帮财富,20090409,20160112.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
立鼎资本,20141023,20141023.0,广东,珠海,1,0.0,1.0,2000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
立农在线,20150808,20160709.0,浙江,宁波,1,0.0,0.0,800.0,民营系,0,0.0,0.0,1,1,0.0,0.0
联豪创投,20140217,,江西,赣州,0,,,120.0,民营系,0,0.0,1.0,1,1,0.0,0.0
联连理财,20151218,,上海,上海,0,,,956.62,民营系,1,,,0,0,,
联投银帮,20151110,20190308.0,四川,成都,1,0.0,0.0,500.0,民营系,1,0.0,0.0,1,1,0.0,0.0
联鑫贷,20150528,,内蒙古,包头,0,,,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
连连贷,20130509,20150414.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
连盈贷,20150426,20170531.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
连资贷,20140922,,浙江,杭州,0,,,107.5,风投系,1,1.0,0.0,1,0,1.0,0.0
粮食贷,20150214,20160303.0,黑龙江,大庆,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
林登财富,20150617,20160711.0,浙江,宁波,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
零壹金服,20150105,20171107.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
凌锐财富,20150903,20160703.0,山西,太原,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,1.0,0.0
龙宝斋,20131016,20170301.0,北京,北京,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
龙金中心,20151010,,上海,上海,0,,,956.62,民营系,1,,,0,0,,
龙猫贷,20150805,20170401.0,江西,南昌,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
龙源金融,20140915,20141229.0,山东,枣庄,1,0.0,0.0,201.8,民营系,0,0.0,0.0,0,0,0.0,0.0
隆祥金融,20160920,20170301.0,河南,商丘,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
陇e贷,20150420,,甘肃,兰州,0,,,300.0,国企背景,1,0.0,0.0,0,1,1.0,1.0
鲁商贷,20130117,20150119.0,山东,济南,1,0.0,0.0,120.1,民营系,0,0.0,0.0,1,1,0.0,0.0
鲁小姐理财,20171103,20180809.0,浙江,杭州,1,0.0,1.0,500.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
鲁信宜贷,20150109,20160310.0,山东,青岛,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
鲁源金融,20150507,20150611.0,山东,泰安,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
律信智投,20150618,,陕西,西安,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
绿化贷,20150428,20180813.0,广东,深圳,1,0.0,1.0,500.0,国企背景,1,0.0,1.0,0,1,0.0,0.0
绿之篮投资,20150619,20160702.0,安徽,合肥,1,0.0,0.0,260.0,民营系,0,0.0,0.0,0,0,0.0,0.0
蚂蚁宜票,20151212,,北京,北京,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
麦钱,20150325,,广东,深圳,0,,,605.117,民营系,1,,,0,0,,
满满贷,20130108,20170111.0,湖南,长沙,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
满满金服,20160923,20170301.0,浙江,杭州,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
梅菜肉丸,20151119,20180516.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
美E贷,20140808,20150110.0,山东,淄博,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
美利金融,20150921,20160720.0,北京,北京,1,1.0,0.0,2017.0,民营系,0,0.0,0.0,1,0,0.0,0.0
萌橙理财,20170912,20190531.0,浙江,杭州,1,1.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
米贷网,20131001,20180123.0,福建,厦门,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
米牛网,20140908,20170101.0,浙江,杭州,1,1.0,0.0,13.7,风投系,0,0.0,0.0,1,0,0.0,0.0
米族金融,20160704,,上海,上海,0,,,500.0,民营系,1,0.0,1.0,1,0,0.0,0.0
妙华生意贷,20141028,20150702.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
民强财富,20150718,20151023.0,山东,聊城,1,1.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
民投金服,20150108,,广东,深圳,0,,,1500.0,国企背景,1,0.0,1.0,0,1,0.0,0.0
闽昌贷,20130111,20141106.0,福建,厦门,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
闽商贷,20150101,20150804.0,福建,莆田,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
明贷网,20140920,20151229.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
明德创投,20141230,20150728.0,广东,韶关,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
明利财富,20150501,20160420.0,山东,青岛,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
明熙财富,20150826,20160812.0,山东,淄博,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
明智金融,20160504,20170401.0,广东,深圳,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,1,0.0,0.0
明珠创投,20160412,20160627.0,北京,北京,1,0.0,1.0,90.0,民营系,0,0.0,0.0,0,0,0.0,0.0
铭宏创投,20170705,20180111.0,浙江,绍兴,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
铭胜投资,20131104,20150204.0,广东,广州,1,0.0,0.0,100.1,民营系,0,0.0,0.0,0,0,0.0,0.0
名宏创投,20141212,20150117.0,山东,聊城,1,0.0,0.0,90.0,民营系,1,0.0,0.0,0,0,0.0,0.0
名龙资本,20150408,20150706.0,广东,广州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
魔袋金融,20140904,,上海,上海,0,,,845.853,民营系,1,,,0,0,,
墨竹轩电子,20150711,20160219.0,山东,潍坊,1,0.0,1.0,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
牧渔金服,20170104,,上海,上海,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
穆金所,20160420,20180701.0,上海,上海,1,0.0,0.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
你好贷,20150409,,福建,厦门,0,,,500.0,民营系,0,0.0,1.0,1,0,0.0,0.0
你投我融,20151215,20170201.0,广东,东莞,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
宁商e贷,20140718,20180117.0,宁夏,中卫,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,1.0,1.0
宁夏贷,20160310,,宁夏,银川,0,,,300.0,民营系,0,0.0,0.0,0,1,0.0,0.0
牛犇犇,20150318,,浙江,杭州,0,,,369.2,民营系,0,0.0,0.0,0,0,0.0,0.0
牛车在线,20151001,20151204.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
牛鼎网,20150707,20161201.0,云南,昆明,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
牛人街,20170705,20181130.0,浙江,杭州,1,1.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
牛娃互联网金融,20150501,20190418.0,上海,上海,1,1.0,0.0,500.0,民营系,1,0.0,0.0,1,1,0.0,0.0
农科城网贷,20141001,20141021.0,北京,北京,1,0.0,1.0,700.0,民营系,0,0.0,0.0,0,0,0.0,0.0
农钱庄,20141012,,黑龙江,大庆,0,,,200.0,民营系,1,0.0,1.0,1,1,0.0,0.0
诺贷投资,20130903,20150320.0,四川,成都,1,0.0,0.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
诺期贷,20150806,20180302.0,江苏,苏州,1,0.0,0.0,60.0,民营系,0,0.0,0.0,0,0,0.0,0.0
诺云汇,20150211,,北京,北京,0,,,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
欧亿投资,20150325,20150325.0,云南,昆明,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
苹果财富,20150201,20160505.0,重庆,重庆,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
平安资本,20150401,20160118.0,北京,北京,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
莆商贷,20160622,,福建,莆田,0,,,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
普惠金融（皖）,20160618,,安徽,淮南,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
普惠在线,20140731,,广东,广州,0,,,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
普金资本,20160909,,江西,赣州,0,,,300.0,国企背景,0,0.0,0.0,0,0,0.0,0.0
普临贷,20160325,20160730.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
普益金服,20170808,20180627.0,上海,上海,1,0.0,1.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
浦捷贷,20150601,20180119.0,福建,厦门,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
七彩池,20151030,20180417.0,四川,成都,1,0.0,0.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
七点金服,20151125,,上海,上海,0,,,100.0,民营系,0,0.0,0.0,1,1,0.0,0.0
柒掌柜,20160113,20170509.0,浙江,宁波,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
奇子贷,20131118,20170509.0,北京,北京,1,1.0,0.0,10.0,民营系,0,0.0,0.0,1,1,0.0,0.0
齐乐融融,20141128,20150901.0,山东,淄博,1,0.0,0.0,21316.0,民营系,0,0.0,0.0,0,0,0.0,0.0
启明投资,20160627,20160718.0,江苏,南通,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
千百亿金融,20150720,20170201.0,广东,珠海,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,1,0.0,0.0
仟佰贷,20140901,20171025.0,河南,郑州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乾包,20140922,20190701.0,辽宁,沈阳,1,1.0,0.0,500.0,民营系,1,0.0,0.0,1,1,0.0,0.0
乾诚金服,20151117,,山东,淄博,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乾坤袋,20150520,20180101.0,北京,北京,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乾元金票据,20150401,,吉林,吉林,0,,,300.0,民营系,1,0.0,0.0,0,0,0.0,0.0
钱宝财,20170801,20180724.0,浙江,杭州,1,0.0,0.0,550.0,民营系,1,0.0,0.0,0,0,0.0,0.0
钱富宝,20151103,20180409.0,广东,深圳,1,0.0,1.0,2000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钱冠理财,20140108,20180224.0,上海,上海,1,0.0,0.0,120.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钱江通,20140601,20161201.0,福建,厦门,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钱客金融,20150121,20150306.0,北京,北京,1,0.0,1.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钱秘书理财,20160612,20180901.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钱趣网,20150601,20160920.0,陕西,西安,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
钱融融,20170816,,浙江,杭州,0,,,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
钱生花,20131228,,广东,深圳,0,,,12000.0,民营系,1,0.0,1.0,1,1,0.0,0.0
前海红筹,20150211,,广东,深圳,0,,,1000.0,民营系,1,0.0,0.0,0,0,0.0,0.0
前海金易贷,20151228,20171027.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
前海领投,20141227,,广东,深圳,0,,,100.0,民营系,1,0.0,1.0,1,0,0.0,0.0
潜力股,20140714,20150920.0,上海,上海,1,0.0,1.0,800.0,民营系,0,0.0,0.0,0,0,0.0,0.0
乔泰投资,20150601,20160810.0,浙江,宁波,1,0.0,1.0,600.8,民营系,0,0.0,0.0,0,0,0.0,0.0
乔赢财富,20141008,20150615.0,浙江,宁波,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
钦联财富,20141127,20160530.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
青创财富,20150414,20180313.0,安徽,合肥,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
清果金服,20150504,,北京,北京,0,,,734.553,民营系,1,,,0,0,,
清华财富,20150612,20160812.0,山东,济宁,1,0.0,0.0,50.0,民营系,0,0.0,0.0,1,0,0.0,0.0
趣投资,20150918,20171010.0,广东,深圳,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
去哪投,20150330,20171025.0,北京,北京,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,0,0.0,0.0
去投网,20160618,,北京,北京,0,,,1500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
全局金服,20160106,20180727.0,上海,上海,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
全民贷,20120625,20141209.0,浙江,杭州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
全球贷,20140901,20180722.0,北京,北京,1,0.0,0.0,1000.0,民营系,1,1.0,0.0,0,0,0.0,0.0
全优理财,20141201,20150929.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
仁义贷,20160609,20160828.0,北京,北京,1,0.0,0.0,600.0,民营系,0,0.0,0.0,0,1,0.0,0.0
人人贷,20101013,,北京,北京,0,,,20000.0,风投系,1,1.0,1.0,1,1,0.0,0.0
人人金融,20150101,20150307.0,广东,深圳,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
人人融通,20170715,20170927.0,浙江,温州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
任人投,20150415,20160118.0,广东,深圳,1,1.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
任我贷,20150628,20170301.0,重庆,重庆,1,1.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
认合财富,20150120,20161031.0,河北,沧州,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
日宝网,20150707,20150707.0,上海,上海,1,0.0,1.0,50.0,民营系,0,0.0,0.0,0,0,0.0,0.0
日升财富,20140317,20140504.0,湖南,长沙,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
荣桓世远,20150327,20151124.0,山东,滨州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
荣信汇,20141205,20170113.0,陕西,西安,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
融宝网,20150215,20171025.0,江西,南昌,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
融和贷,20150113,20171213.0,安徽,合肥,1,0.0,1.0,1000.0,民营系,1,1.0,0.0,1,1,0.0,0.0
融汇创投,20151026,20160130.0,浙江,宁波,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
融利贷,20150901,20170301.0,广东,深圳,1,1.0,0.0,50.0,民营系,0,0.0,0.0,1,0,0.0,0.0
融洽财富,20151019,,广西,南宁,0,,,300.0,民营系,1,0.0,1.0,1,0,0.0,0.0
融途e贷,20141226,20160411.0,黑龙江,哈尔滨,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
融兴理财,20160616,20160812.0,江西,南昌,1,0.0,1.0,428.333,民营系,0,0.0,0.0,0,0,0.0,0.0
融易创投,20150129,20171121.0,四川,成都,1,1.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
融圆财富,20150408,20161201.0,湖北,武汉,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
融远金服,20150408,20160728.0,山东,烟台,1,1.0,0.0,100.0,民营系,0,0.0,0.0,1,1,0.0,1.0
融至鼎,20130821,20140621.0,浙江,杭州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
瑞贷通,20130503,20150527.0,江西,宜春,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
瑞银贷,20131125,20160615.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
锐畅易贷,20141128,20141230.0,山东,德州,1,0.0,0.0,150.0,民营系,0,0.0,0.0,0,0,0.0,0.0
润川贷,20141211,20150627.0,北京,北京,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,0,0,0.0,0.0
润贷网,20141001,20150101.0,江苏,泰州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
润丰金融,20141208,20150512.0,浙江,宁波,1,1.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
润合金融,20150901,20170201.0,广东,深圳,1,0.0,0.0,1500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
润业金融,20150607,,广东,汕头,0,,,100.0,民营系,1,0.0,0.0,0,0,0.0,0.0
萨飞资本,20170825,20180625.0,上海,上海,1,0.0,1.0,500.0,民营系,1,0.0,0.0,0,0,0.0,0.0
塞上贷,20141022,20170301.0,宁夏,银川,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
三国财富,20170508,20180302.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
三农金服,20150828,,广东,深圳,0,,,500.0,国企背景,1,1.0,1.0,0,0,0.0,0.0
三益宝,20141203,20180928.0,北京,北京,1,0.0,0.0,500.0,民营系,1,0.0,1.0,0,1,0.0,0.0
桑善金服,20171124,20180821.0,上海,上海,1,0.0,0.0,500.0,国企背景,0,0.0,0.0,1,0,0.0,0.0
杉易贷,20140929,,广东,深圳,0,,,1011.0,上市公司,1,0.0,1.0,1,1,0.0,0.0
山西众创金融,20160501,,山西,太原,0,,,100.0,民营系,1,0.0,0.0,0,1,0.0,0.0
善林宝,20150623,20180410.0,上海,上海,1,0.0,1.0,12000.0,民营系,1,0.0,0.0,1,0,0.0,0.0
善融,20150401,20160122.0,广东,深圳,1,0.0,0.0,1000.0,民营系,0,0.0,0.0,1,0,0.0,0.0
善行金服,20141203,,广东,深圳,0,,,1000.0,民营系,0,0.0,1.0,1,1,0.0,0.0
商户通,20150318,,江苏,南京,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
商会易贷,20140919,20151001.0,广东,广州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,1,0,0.0,0.0
商汇通,20150519,20160801.0,河南,商丘,1,0.0,0.0,320.0,民营系,0,0.0,0.0,0,0,0.0,0.0
商信理财,20171114,20180717.0,浙江,宁波,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
上金库,20160429,,福建,厦门,0,,,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
尚蒙亿汇,20150615,20160711.0,山东,青岛,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
深速贷,20140429,20140429.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,1.0,0.0
神州易贷,20130909,20141230.0,山东,青岛,1,0.0,0.0,150.0,民营系,0,0.0,0.0,0,0,0.0,0.0
生活贷,20140305,20160817.0,广东,深圳,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
生钱袋,20151014,20180813.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
升值空间,20160108,,北京,北京,0,,,200.0,民营系,1,1.0,0.0,0,1,0.0,0.0
盛京金服,20170107,20171107.0,辽宁,沈阳,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
盛平财富,20151015,20160815.0,江苏,常州,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,1,0.0,1.0
盛世典当,20170520,20170810.0,福建,厦门,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
盛世通贷,20150801,,江西,南昌,0,,,372.5,民营系,1,,,0,0,,
盛益贷,20160701,20170201.0,浙江,衢州,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
胜天金融,20150831,20151207.0,四川,内江,1,0.0,1.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
十鼎贷,20140703,20180529.0,浙江,宁波,1,0.0,0.0,800.0,民营系,0,0.0,0.0,1,1,0.0,0.0
时代金服,20150908,20151001.0,上海,上海,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
什马金融,20150501,20150901.0,安徽,合肥,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
世纪金投财富,20160513,20160525.0,北京,北京,1,0.0,1.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
手投网,20150722,20171227.0,北京,北京,1,0.0,0.0,500.0,民营系,1,0.0,1.0,0,0,0.0,0.0
首贷通,20150107,20180529.0,上海,上海,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
首鸿财富,20150615,20170531.0,浙江,杭州,1,0.0,0.0,300.0,民营系,0,0.0,0.0,1,0,0.0,0.0
首金所,20140920,20150712.0,北京,北京,1,0.0,0.0,300.0,民营系,0,0.0,0.0,0,0,0.0,0.0
首金网,20151229,,北京,北京,0,,,1000.0,国企背景,1,0.0,1.0,1,1,0.0,0.0
首信创投,20141229,,浙江,宁波,0,,,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
首晟投资,20160310,20160704.0,北京,北京,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
鼠贷金融,20150618,,上海,上海,0,,,500.0,民营系,1,0.0,0.0,0,1,0.0,0.0
双兴信投,20141010,20160522.0,山东,德州,1,0.0,1.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
双赢贷,20150301,20160810.0,山东,济宁,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
顺融易贷,20150316,20150916.0,山东,莱芜,1,0.0,0.0,10.0,民营系,0,0.0,0.0,0,0,0.0,0.0
私房投,20150408,,山东,淄博,0,,,201.8,民营系,0,0.0,0.0,0,1,0.0,0.0
搜贷天下,20150101,20180720.0,北京,北京,1,0.0,0.0,400.0,民营系,0,0.0,0.0,1,0,0.0,0.0
搜货金服,20160519,20161201.0,广东,深圳,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,0,0.0,0.0
苏航贷,20170605,20180629.0,江苏,苏州,1,0.0,0.0,100.0,民营系,0,0.0,0.0,0,1,0.0,0.0
苏商投资,20140101,20140906.0,上海,上海,1,0.0,1.0,400.0,民营系,0,0.0,0.0,0,0,0.0,0.0
苏中贷,20140506,20190103.0,江苏,扬州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,0,0,0.0,0.0
速e贷,20150101,20170620.0,山东,泰安,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
塑如意,20150501,,广东,东莞,0,,,605.117,民营系,1,,,0,0,,
宿州易贷,20141125,20150927.0,安徽,宿州,1,0.0,0.0,200.0,民营系,0,0.0,0.0,1,0,0.0,0.0
随心贷,20141015,20150701.0,北京,北京,1,0.0,0.0,50.0,民营系,0,0.0,0.0,1,1,0.0,1.0
他项车贷,20150408,20180309.0,福建,宁德,1,0.0,0.0,500.0,民营系,0,0.0,0.0,1,1,0.0,0.0
她金控,20141226,20180102.0,北京,北京,1,0.0,0.0,500.0,民营系,1,0.0,0.0,0,1,0.0,1.0
泰金融,20150101,20150806.0,北京,北京,1,0.0,0.0,500.0,民营系,0,0.0,0.0,0,0,0.0,0.0
泰山宝,20140929,,山东,泰安,0,,,120.0,国企背景,0,0.0,0.0,1,1,1.0,1.0
太有乾,20131115,20180131.0,上海,上海,1,0.0,0.0,1800.0,民营系,0,0.0,0.0,0,0,1.0,0.0
唐人贷,20150209,20150922.0,浙江,宁波,1,0.0,1.0,500.0,民营系,0,0.0,0.0,1,0,0.0,0.0
