"SgnDate","Term_EN","Shibor"
"2019-02-15","30 days","2.69800"
"2019-02-15","1 year","3.09500"
"2019-02-15","6 months","2.89800"
"2019-02-15","9 months","2.99600"
"2019-02-15","14 days","2.39300"
"2019-02-15","7 days","2.35100"
"2019-02-15","90 days","2.80200"
"2019-02-15","1 day","1.71300"
"2019-02-18","1 year","3.08100"
"2019-02-18","30 days","2.68700"
"2019-02-18","7 days","2.39500"
"2019-02-18","14 days","2.39800"
"2019-02-18","6 months","2.88500"
"2019-02-18","9 months","2.98900"
"2019-02-18","1 day","1.82240"
"2019-02-18","90 days","2.79700"
"2019-02-19","90 days","2.77800"
"2019-02-19","9 months","2.97900"
"2019-02-19","7 days","2.39800"
"2019-02-19","6 months","2.87600"
"2019-02-19","14 days","2.40400"
"2019-02-19","1 day","1.96700"
"2019-02-19","30 days","2.67600"
"2019-02-19","1 year","3.07300"
"2019-02-20","1 year","3.06900"
"2019-02-20","1 day","1.85400"
"2019-02-20","14 days","2.39800"
"2019-02-20","30 days","2.65500"
"2019-02-20","6 months","2.86400"
"2019-02-20","9 months","2.96600"
"2019-02-20","7 days","2.37700"
"2019-02-20","90 days","2.75900"
"2019-02-21","1 year","3.06300"
"2019-02-21","6 months","2.85800"
"2019-02-21","9 months","2.95800"
"2019-02-21","14 days","2.40900"
"2019-02-21","7 days","2.39900"
"2019-02-21","90 days","2.74900"
"2019-02-21","1 day","2.03000"
"2019-02-21","30 days","2.65100"
"2019-02-22","30 days","2.65600"
"2019-02-22","7 days","2.60000"
"2019-02-22","14 days","2.51800"
"2019-02-22","6 months","2.85400"
"2019-02-22","9 months","2.95500"
"2019-02-22","1 day","2.43100"
"2019-02-22","90 days","2.74900"
"2019-02-22","1 year","3.06300"
"2019-02-25","9 months","2.95300"
"2019-02-25","7 days","2.65800"
"2019-02-25","6 months","2.85000"
"2019-02-25","90 days","2.75200"
"2019-02-25","14 days","2.62800"
"2019-02-25","1 day","2.60500"
"2019-02-25","30 days","2.65900"
"2019-02-25","1 year","3.05900"
"2019-02-26","14 days","2.86200"
"2019-02-26","1 year","3.05900"
"2019-02-26","1 day","2.70500"
"2019-02-26","30 days","2.68100"
"2019-02-26","9 months","2.95300"
"2019-02-26","7 days","2.74500"
"2019-02-26","90 days","2.75600"
"2019-02-26","6 months","2.85100"
"2019-02-27","90 days","2.75600"
"2019-02-27","1 day","2.65400"
"2019-02-27","1 year","3.06100"
"2019-02-27","7 days","2.75000"
"2019-02-27","30 days","2.68600"
"2019-02-27","14 days","2.88700"
"2019-02-27","9 months","2.95400"
"2019-02-27","6 months","2.85200"
"2019-02-28","9 months","2.95100"
"2019-02-28","6 months","2.85000"
"2019-02-28","14 days","2.73000"
"2019-02-28","30 days","2.69400"
"2019-02-28","1 year","3.06000"
"2019-02-28","7 days","2.65800"
"2019-02-28","90 days","2.75100"
"2019-02-28","1 day","2.58400"
"2019-03-01","9 months","2.95000"
"2019-03-01","7 days","2.51100"
"2019-03-01","30 days","2.70000"
"2019-03-01","1 day","2.15500"
"2019-03-01","90 days","2.75000"
"2019-03-01","14 days","2.56500"
"2019-03-01","1 year","3.05900"
"2019-03-01","6 months","2.85000"
"2019-03-04","7 days","2.38000"
"2019-03-04","90 days","2.75000"
"2019-03-04","1 year","3.05800"
"2019-03-04","6 months","2.85000"
"2019-03-04","9 months","2.95000"
"2019-03-04","14 days","2.42400"
"2019-03-04","30 days","2.69600"
"2019-03-04","1 day","1.93300"
"2019-03-05","6 months","2.85000"
"2019-03-05","14 days","2.49000"
"2019-03-05","9 months","2.95000"
"2019-03-05","90 days","2.75000"
"2019-03-05","1 day","2.26600"
"2019-03-05","1 year","3.05500"
"2019-03-05","7 days","2.57400"
"2019-03-05","30 days","2.69900"
"2019-03-06","7 days","2.48800"
"2019-03-06","90 days","2.75000"
"2019-03-06","1 year","3.05300"
"2019-03-06","1 day","2.07400"
"2019-03-06","9 months","2.95000"
"2019-03-06","6 months","2.85000"
"2019-03-06","14 days","2.48800"
"2019-03-06","30 days","2.70300"
"2019-03-07","30 days","2.70500"
"2019-03-07","1 day","2.06000"
"2019-03-07","9 months","2.95000"
"2019-03-07","7 days","2.51700"
"2019-03-07","90 days","2.75100"
"2019-03-07","14 days","2.48700"
"2019-03-07","1 year","3.05400"
"2019-03-07","6 months","2.85000"
"2019-03-08","1 year","3.05700"
"2019-03-08","9 months","2.95000"
"2019-03-08","14 days","2.44800"
"2019-03-08","1 day","2.04700"
"2019-03-08","30 days","2.71200"
"2019-03-08","6 months","2.85000"
"2019-03-08","7 days","2.38800"
"2019-03-08","90 days","2.75500"
"2019-03-11","1 day","2.09200"
"2019-03-11","14 days","2.43280"
"2019-03-11","1 year","3.06000"
"2019-03-11","7 days","2.39500"
"2019-03-11","90 days","2.75650"
"2019-03-11","9 months","2.95000"
"2019-03-11","30 days","2.71720"
"2019-03-11","6 months","2.85000"
"2019-03-12","6 months","2.85100"
"2019-03-12","90 days","2.76100"
"2019-03-12","9 months","2.95000"
"2019-03-12","7 days","2.60100"
"2019-03-12","1 year","3.06600"
"2019-03-12","14 days","2.45800"
"2019-03-12","1 day","2.36500"
"2019-03-12","30 days","2.73200"
"2019-03-13","30 days","2.75400"
"2019-03-13","6 months","2.85100"
"2019-03-13","14 days","2.46100"
"2019-03-13","1 day","2.07900"
"2019-03-13","1 year","3.06600"
"2019-03-13","7 days","2.49300"
"2019-03-13","90 days","2.76800"
"2019-03-13","9 months","2.95000"
"2019-03-14","30 days","2.77400"
"2019-03-14","6 months","2.85400"
"2019-03-14","14 days","2.48000"
"2019-03-14","9 months","2.95300"
"2019-03-14","1 day","2.31000"
"2019-03-14","1 year","3.07200"
"2019-03-14","7 days","2.59800"
"2019-03-14","90 days","2.77700"
"2019-03-15","1 day","2.65500"
"2019-03-15","30 days","2.81000"
"2019-03-15","1 year","3.07700"
"2019-03-15","7 days","2.72800"
"2019-03-15","90 days","2.79900"
"2019-03-15","9 months","2.95600"
"2019-03-15","6 months","2.85800"
"2019-03-15","14 days","2.61700"
"2019-03-18","30 days","2.83200"
"2019-03-18","6 months","2.86000"
"2019-03-18","90 days","2.81400"
"2019-03-18","9 months","2.95800"
"2019-03-18","7 days","2.70900"
"2019-03-18","14 days","2.86100"
"2019-03-18","1 year","3.08200"
"2019-03-18","1 day","2.75600"
"2019-03-19","9 months","2.96000"
"2019-03-19","30 days","2.85200"
"2019-03-19","6 months","2.86500"
"2019-03-19","14 days","2.99100"
"2019-03-19","1 day","2.66600"
"2019-03-19","1 year","3.08600"
"2019-03-19","7 days","2.72900"
"2019-03-19","90 days","2.82300"
"2019-03-20","14 days","2.94600"
"2019-03-20","9 months","2.96200"
"2019-03-20","1 day","2.71400"
"2019-03-20","1 year","3.08800"
"2019-03-20","7 days","2.71100"
"2019-03-20","90 days","2.83300"
"2019-03-20","30 days","2.87500"
"2019-03-20","6 months","2.86500"
"2019-03-21","6 months","2.86400"
"2019-03-21","14 days","2.93600"
"2019-03-21","90 days","2.83800"
"2019-03-21","9 months","2.96300"
"2019-03-21","1 day","2.66100"
"2019-03-21","30 days","2.88400"
"2019-03-21","1 year","3.09100"
"2019-03-21","7 days","2.68400"
"2019-03-22","6 months","2.86200"
"2019-03-22","90 days","2.83700"
"2019-03-22","9 months","2.96200"
"2019-03-22","7 days","2.66400"
"2019-03-22","14 days","2.97000"
"2019-03-22","30 days","2.88400"
"2019-03-22","1 year","3.09200"
"2019-03-22","1 day","2.62000"
"2019-03-25","9 months","2.95700"
"2019-03-25","14 days","2.89600"
"2019-03-25","1 day","2.53500"
"2019-03-25","1 year","3.08600"
"2019-03-25","7 days","2.66800"
"2019-03-25","90 days","2.83600"
"2019-03-25","30 days","2.87900"
"2019-03-25","6 months","2.86100"
"2019-03-26","30 days","2.86200"
"2019-03-26","6 months","2.85900"
"2019-03-26","14 days","2.90100"
"2019-03-26","9 months","2.95000"
"2019-03-26","1 day","2.49500"
"2019-03-26","1 year","3.08000"
"2019-03-26","7 days","2.70400"
"2019-03-26","90 days","2.82800"
"2019-03-27","1 day","2.28600"
"2019-03-27","6 months","2.85700"
"2019-03-27","30 days","2.84300"
"2019-03-27","1 year","3.07400"
"2019-03-27","7 days","2.79700"
"2019-03-27","90 days","2.81900"
"2019-03-27","14 days","2.93200"
"2019-03-27","9 months","2.94000"
"2019-03-28","30 days","2.82500"
"2019-03-28","6 months","2.84800"
"2019-03-28","90 days","2.80700"
"2019-03-28","14 days","2.92300"
"2019-03-28","9 months","2.93100"
"2019-03-28","7 days","2.70500"
"2019-03-28","1 year","3.06200"
"2019-03-28","1 day","2.04100"
"2019-03-29","1 day","2.48600"
"2019-03-29","7 days","2.69800"
"2019-03-29","90 days","2.80100"
"2019-03-29","9 months","2.92400"
"2019-03-29","6 months","2.84100"
"2019-03-29","14 days","2.91100"
"2019-03-29","1 year","3.05100"
"2019-03-29","30 days","2.81900"
"2019-04-01","30 days","2.78200"
"2019-04-01","6 months","2.83500"
"2019-04-01","9 months","2.91700"
"2019-04-01","14 days","2.71300"
"2019-04-01","1 year","3.04700"
"2019-04-01","7 days","2.57900"
"2019-04-01","90 days","2.79500"
"2019-04-01","1 day","2.31500"
"2019-04-02","1 year","3.04200"
"2019-04-02","7 days","2.45300"
"2019-04-02","90 days","2.78600"
"2019-04-02","6 months","2.82500"
"2019-04-02","14 days","2.52700"
"2019-04-02","30 days","2.74500"
"2019-04-02","1 day","1.95600"
"2019-04-02","9 months","2.91300"
"2019-04-03","30 days","2.69700"
"2019-04-03","6 months","2.81800"
"2019-04-03","90 days","2.76700"
"2019-04-03","9 months","2.90900"
"2019-04-03","7 days","2.35700"
"2019-04-03","1 year","3.04400"
"2019-04-03","1 day","1.66300"
"2019-04-03","14 days","2.40300"
"2019-04-04","6 months","2.81500"
"2019-04-04","14 days","2.37600"
"2019-04-04","1 year","3.04700"
"2019-04-04","30 days","2.66400"
"2019-04-04","1 day","1.41700"
"2019-04-04","7 days","2.41800"
"2019-04-04","90 days","2.75800"
"2019-04-04","9 months","2.90600"
"2019-04-08","7 days","2.48300"
"2019-04-08","90 days","2.75400"
"2019-04-08","1 day","1.42800"
"2019-04-08","30 days","2.65000"
"2019-04-08","6 months","2.81600"
"2019-04-08","9 months","2.90600"
"2019-04-08","14 days","2.37800"
"2019-04-08","1 year","3.04700"
"2019-04-09","6 months","2.82400"
"2019-04-09","14 days","2.45000"
"2019-04-09","30 days","2.64600"
"2019-04-09","1 day","1.79700"
"2019-04-09","1 year","3.04700"
"2019-04-09","7 days","2.46900"
"2019-04-09","90 days","2.75100"
"2019-04-09","9 months","2.90800"
"2019-04-10","1 day","2.27800"
"2019-04-10","14 days","2.56600"
"2019-04-10","30 days","2.65500"
"2019-04-10","9 months","2.91400"
"2019-04-10","6 months","2.83300"
"2019-04-10","90 days","2.75500"
"2019-04-10","7 days","2.65400"
"2019-04-10","1 year","3.05300"
"2019-04-11","14 days","2.77900"
"2019-04-11","6 months","2.83800"
"2019-04-11","1 day","2.73500"
"2019-04-11","1 year","3.06000"
"2019-04-11","7 days","2.65700"
"2019-04-11","90 days","2.76000"
"2019-04-11","30 days","2.66900"
"2019-04-11","9 months","2.92300"
"2019-04-12","9 months","2.92400"
"2019-04-12","1 year","3.06700"
"2019-04-12","7 days","2.66900"
"2019-04-12","90 days","2.76100"
"2019-04-12","1 day","2.65200"
"2019-04-12","14 days","2.80500"
"2019-04-12","30 days","2.68600"
"2019-04-12","6 months","2.84200"
"2019-04-15","6 months","2.85000"
"2019-04-15","14 days","2.90200"
"2019-04-15","1 day","2.79700"
"2019-04-15","30 days","2.71700"
"2019-04-15","1 year","3.07200"
"2019-04-15","7 days","2.77200"
"2019-04-15","90 days","2.76800"
"2019-04-15","9 months","2.93900"
"2019-04-16","1 year","3.07700"
"2019-04-16","1 day","2.88300"
"2019-04-16","6 months","2.85300"
"2019-04-16","90 days","2.77400"
"2019-04-16","9 months","2.94700"
"2019-04-16","7 days","2.78700"
"2019-04-16","14 days","2.98200"
"2019-04-16","30 days","2.75900"
"2019-04-17","30 days","2.77900"
"2019-04-17","6 months","2.86100"
"2019-04-17","14 days","2.99200"
"2019-04-17","1 day","2.99800"
"2019-04-17","1 year","3.09100"
"2019-04-17","7 days","2.78800"
"2019-04-17","90 days","2.78700"
"2019-04-17","9 months","2.96000"
"2019-04-18","14 days","3.00800"
"2019-04-18","9 months","2.96400"
"2019-04-18","1 day","2.81200"
"2019-04-18","1 year","3.09600"
"2019-04-18","7 days","2.75000"
"2019-04-18","90 days","2.80600"
"2019-04-18","30 days","2.79500"
"2019-04-18","6 months","2.86400"
"2019-04-19","6 months","2.86900"
"2019-04-19","14 days","2.88200"
"2019-04-19","1 day","2.66100"
"2019-04-19","30 days","2.79000"
"2019-04-19","1 year","3.09500"
"2019-04-19","7 days","2.69200"
"2019-04-19","90 days","2.81700"
"2019-04-19","9 months","2.96900"
"2019-04-22","1 year","3.10100"
"2019-04-22","1 day","2.55700"
"2019-04-22","6 months","2.87200"
"2019-04-22","90 days","2.82200"
"2019-04-22","9 months","2.97400"
"2019-04-22","7 days","2.65400"
"2019-04-22","14 days","2.89600"
"2019-04-22","30 days","2.79100"
"2019-04-23","30 days","2.82400"
"2019-04-23","6 months","2.88500"
"2019-04-23","14 days","2.91500"
"2019-04-23","1 day","2.82800"
"2019-04-23","1 year","3.10600"
"2019-04-23","7 days","2.70000"
"2019-04-23","90 days","2.83300"
"2019-04-23","9 months","2.98200"
"2019-04-24","14 days","2.96700"
"2019-04-24","9 months","2.99100"
"2019-04-24","1 day","2.75200"
"2019-04-24","1 year","3.10800"
"2019-04-24","7 days","2.76400"
"2019-04-24","90 days","2.85500"
"2019-04-24","30 days","2.83800"
"2019-04-24","6 months","2.90300"
"2019-04-25","6 months","2.91700"
"2019-04-25","14 days","3.02700"
"2019-04-25","1 day","2.78500"
"2019-04-25","30 days","2.85100"
"2019-04-25","1 year","3.11900"
"2019-04-25","7 days","2.78500"
"2019-04-25","90 days","2.88000"
"2019-04-25","9 months","3.00500"
"2019-04-26","1 year","3.12900"
"2019-04-26","1 day","2.49600"
"2019-04-26","6 months","2.93200"
"2019-04-26","90 days","2.89600"
"2019-04-26","9 months","3.01600"
"2019-04-26","7 days","2.73500"
"2019-04-26","14 days","3.01200"
"2019-04-26","30 days","2.85900"
"2019-04-28","14 days","2.92100"
"2019-04-28","1 day","2.07000"
"2019-04-28","30 days","2.85700"
"2019-04-28","6 months","2.94600"
"2019-04-28","90 days","2.90900"
"2019-04-28","9 months","3.03000"
"2019-04-28","7 days","2.70500"
"2019-04-28","1 year","3.14200"
"2019-04-29","1 day","1.70000"
"2019-04-29","7 days","2.69100"
"2019-04-29","90 days","2.92300"
"2019-04-29","9 months","3.04000"
"2019-04-29","30 days","2.85700"
"2019-04-29","6 months","2.95500"
"2019-04-29","14 days","2.89500"
"2019-04-29","1 year","3.14700"
"2019-04-30","30 days","2.85600"
"2019-04-30","6 months","2.96300"
"2019-04-30","9 months","3.04400"
"2019-04-30","14 days","2.86000"
"2019-04-30","1 year","3.15900"
"2019-04-30","7 days","2.68300"
"2019-04-30","90 days","2.93000"
"2019-04-30","1 day","2.08600"
"2019-05-05","1 year","3.15900"
"2019-05-05","7 days","2.52900"
"2019-05-05","90 days","2.93500"
"2019-05-05","6 months","2.96200"
"2019-05-05","14 days","2.59600"
"2019-05-05","30 days","2.83300"
"2019-05-05","1 day","1.79000"
"2019-05-05","9 months","3.05100"
"2019-05-06","30 days","2.81100"
"2019-05-06","6 months","2.95600"
"2019-05-06","90 days","2.93400"
"2019-05-06","9 months","3.05100"
"2019-05-06","7 days","2.52850"
"2019-05-06","1 year","3.15600"
"2019-05-06","1 day","1.64200"
"2019-05-06","14 days","2.53700"
"2019-05-07","1 day","1.39100"
"2019-05-07","7 days","2.34900"
"2019-05-07","90 days","2.92200"
"2019-05-07","9 months","3.05000"
"2019-05-07","6 months","2.95100"
"2019-05-07","14 days","2.40200"
"2019-05-07","1 year","3.15400"
"2019-05-07","30 days","2.77300"
"2019-05-08","7 days","2.28600"
"2019-05-08","90 days","2.91000"
"2019-05-08","1 day","1.14100"
"2019-05-08","30 days","2.74100"
"2019-05-08","6 months","2.94700"
"2019-05-08","9 months","3.05000"
"2019-05-08","14 days","2.37200"
"2019-05-08","1 year","3.15100"
"2019-05-09","6 months","2.94600"
"2019-05-09","14 days","2.38700"
"2019-05-09","30 days","2.72800"
"2019-05-09","1 day","1.51300"
"2019-05-09","9 months","3.05000"
"2019-05-09","1 year","3.15100"
"2019-05-09","7 days","2.57300"
"2019-05-09","90 days","2.90300"
"2019-05-10","6 months","2.94800"
"2019-05-10","7 days","2.56800"
"2019-05-10","9 months","3.05000"
"2019-05-10","90 days","2.89500"
"2019-05-10","14 days","2.40800"
"2019-05-10","1 year","3.15100"
"2019-05-10","1 day","1.82600"
"2019-05-10","30 days","2.72000"
"2019-05-13","90 days","2.88900"
"2019-05-13","1 day","2.15600"
"2019-05-13","7 days","2.57900"
"2019-05-13","1 year","3.15200"
"2019-05-13","6 months","2.94800"
"2019-05-13","9 months","3.05000"
"2019-05-13","30 days","2.71500"
"2019-05-13","14 days","2.40500"
"2019-05-14","1 day","2.41230"
"2019-05-14","1 year","3.15300"
"2019-05-14","7 days","2.65000"
"2019-05-14","90 days","2.89100"
"2019-05-14","9 months","3.05000"
"2019-05-14","14 days","2.44900"
"2019-05-14","30 days","2.71700"
"2019-05-14","6 months","2.94800"
"2019-05-15","7 days","2.64100"
"2019-05-15","9 months","3.05200"
"2019-05-15","14 days","2.46200"
"2019-05-15","30 days","2.71300"
"2019-05-15","6 months","2.94800"
"2019-05-15","1 day","2.53340"
"2019-05-15","1 year","3.15300"
"2019-05-15","90 days","2.89300"
"2019-05-16","1 year","3.15700"
"2019-05-16","1 day","2.28100"
"2019-05-16","14 days","2.44000"
"2019-05-16","30 days","2.70800"
"2019-05-16","90 days","2.89600"
"2019-05-16","6 months","2.94700"
"2019-05-16","7 days","2.60700"
"2019-05-16","9 months","3.05100"
"2019-05-17","14 days","2.49400"
"2019-05-17","1 year","3.16200"
"2019-05-17","6 months","2.95000"
"2019-05-17","90 days","2.90000"
"2019-05-17","7 days","2.58900"
"2019-05-17","9 months","3.05000"
"2019-05-17","30 days","2.70500"
"2019-05-17","1 day","2.13400"
"2019-05-20","1 day","2.58450"
"2019-05-20","1 year","3.16700"
"2019-05-20","90 days","2.90000"
"2019-05-20","9 months","3.05100"
"2019-05-20","14 days","2.68900"
"2019-05-20","30 days","2.71700"
"2019-05-20","6 months","2.95000"
"2019-05-20","7 days","2.67800"
"2019-05-21","7 days","2.69900"
"2019-05-21","9 months","3.05600"
"2019-05-21","14 days","2.78400"
"2019-05-21","30 days","2.75600"
"2019-05-21","6 months","2.95000"
"2019-05-21","1 day","2.75000"
"2019-05-21","1 year","3.17700"
"2019-05-21","90 days","2.90000"
"2019-05-22","1 year","3.18500"
"2019-05-22","1 day","2.62300"
"2019-05-22","14 days","2.80900"
"2019-05-22","30 days","2.77000"
"2019-05-22","90 days","2.90300"
"2019-05-22","6 months","2.95000"
"2019-05-22","7 days","2.69000"
"2019-05-22","9 months","3.06000"
"2019-05-23","14 days","2.75700"
"2019-05-23","1 year","3.19000"
"2019-05-23","6 months","2.95100"
"2019-05-23","90 days","2.90100"
"2019-05-23","7 days","2.64800"
"2019-05-23","9 months","3.06300"
"2019-05-23","30 days","2.78400"
"2019-05-23","1 day","2.58400"
"2019-05-24","1 day","2.34200"
"2019-05-24","1 year","3.19800"
"2019-05-24","90 days","2.90200"
"2019-05-24","9 months","3.07600"
"2019-05-24","14 days","2.75700"
"2019-05-24","30 days","2.77900"
"2019-05-24","6 months","2.95300"
"2019-05-24","7 days","2.59200"
"2019-05-27","7 days","2.71100"
"2019-05-27","9 months","3.09300"
"2019-05-27","14 days","2.80300"
"2019-05-27","30 days","2.79200"
"2019-05-27","6 months","2.95600"
"2019-05-27","1 day","2.66600"
"2019-05-27","1 year","3.20200"
"2019-05-27","90 days","2.90400"
"2019-05-28","1 year","3.20500"
"2019-05-28","1 day","2.76000"
"2019-05-28","14 days","2.95500"
"2019-05-28","30 days","2.81600"
"2019-05-28","90 days","2.91500"
"2019-05-28","6 months","2.96500"
"2019-05-28","7 days","2.82300"
"2019-05-28","9 months","3.10500"
"2019-05-29","1 day","2.49100"
"2019-05-29","1 year","3.20600"
"2019-05-29","7 days","2.78500"
"2019-05-29","90 days","2.91700"
"2019-05-29","14 days","2.98100"
"2019-05-29","9 months","3.10800"
"2019-05-29","30 days","2.81800"
"2019-05-29","6 months","2.96600"
"2019-05-30","14 days","2.90000"
"2019-05-30","30 days","2.81300"
"2019-05-30","6 months","2.96400"
"2019-05-30","9 months","3.11000"
"2019-05-30","1 year","3.20500"
"2019-05-30","1 day","2.06700"
"2019-05-30","90 days","2.91600"
"2019-05-30","7 days","2.66500"
"2019-05-31","1 day","2.19400"
"2019-05-31","1 year","3.20600"
"2019-05-31","6 months","2.96300"
"2019-05-31","90 days","2.91200"
"2019-05-31","9 months","3.11000"
"2019-05-31","7 days","2.65000"
"2019-05-31","30 days","2.81600"
"2019-05-31","14 days","2.80100"
"2019-06-03","30 days","2.80900"
"2019-06-03","6 months","2.95700"
"2019-06-03","9 months","3.10700"
"2019-06-03","7 days","2.55300"
"2019-06-03","1 year","3.20800"
"2019-06-03","14 days","2.57100"
"2019-06-03","90 days","2.90400"
"2019-06-03","1 day","2.00300"
"2019-06-04","1 day","1.73800"
"2019-06-04","1 year","3.20800"
"2019-06-04","7 days","2.39900"
"2019-06-04","90 days","2.90200"
"2019-06-04","14 days","2.41400"
"2019-06-04","9 months","3.10800"
"2019-06-04","30 days","2.82100"
"2019-06-04","6 months","2.95300"
"2019-06-05","14 days","2.38300"
"2019-06-05","30 days","2.83200"
"2019-06-05","6 months","2.95200"
"2019-06-05","9 months","3.11000"
"2019-06-05","1 year","3.20900"
"2019-06-05","1 day","1.59300"
"2019-06-05","7 days","2.47200"
"2019-06-05","90 days","2.91600"
"2019-06-06","1 day","1.52100"
"2019-06-06","1 year","3.21200"
"2019-06-06","6 months","2.95300"
"2019-06-06","90 days","2.92400"
"2019-06-06","9 months","3.11100"
"2019-06-06","7 days","2.57200"
"2019-06-06","30 days","2.84100"
"2019-06-06","14 days","2.37800"
"2019-06-10","30 days","2.85300"
"2019-06-10","6 months","2.95800"
"2019-06-10","9 months","3.11600"
"2019-06-10","7 days","2.60400"
"2019-06-10","1 year","3.21500"
"2019-06-10","14 days","2.40400"
"2019-06-10","90 days","2.93200"
"2019-06-10","1 day","1.84800"
"2019-06-11","1 day","2.05300"
"2019-06-11","1 year","3.21300"
"2019-06-11","14 days","2.42800"
"2019-06-11","30 days","2.85900"
"2019-06-11","90 days","2.94000"
"2019-06-11","9 months","3.11500"
"2019-06-11","6 months","2.97300"
"2019-06-11","7 days","2.58900"
"2019-06-12","9 months","3.11600"
"2019-06-12","7 days","2.56400"
"2019-06-12","1 day","1.93900"
"2019-06-12","1 year","3.21700"
"2019-06-12","6 months","2.97600"
"2019-06-12","30 days","2.86500"
"2019-06-12","90 days","2.94300"
"2019-06-12","14 days","2.43900"
"2019-06-13","6 months","2.98200"
"2019-06-13","30 days","2.87800"
"2019-06-13","7 days","2.58300"
"2019-06-13","9 months","3.11900"
"2019-06-13","14 days","2.44000"
"2019-06-13","1 year","3.22000"
"2019-06-13","90 days","2.94400"
"2019-06-13","1 day","1.92400"
"2019-06-14","1 day","1.72300"
"2019-06-14","14 days","2.45400"
"2019-06-14","1 year","3.22500"
"2019-06-14","30 days","2.89800"
"2019-06-14","90 days","2.94700"
"2019-06-14","9 months","3.12000"
"2019-06-14","6 months","2.98600"
"2019-06-14","7 days","2.56500"
"2019-06-17","6 months","2.99100"
"2019-06-17","7 days","2.49100"
"2019-06-17","1 day","1.80100"
"2019-06-17","1 year","3.22800"
"2019-06-17","30 days","2.89800"
"2019-06-17","90 days","2.94700"
"2019-06-17","9 months","3.12100"
"2019-06-17","14 days","2.66900"
"2019-06-18","9 months","3.12200"
"2019-06-18","7 days","2.39900"
"2019-06-18","1 day","1.60100"
"2019-06-18","14 days","2.72200"
"2019-06-18","1 year","3.23100"
"2019-06-18","6 months","2.98000"
"2019-06-18","30 days","2.89700"
"2019-06-18","90 days","2.94300"
"2019-06-19","7 days","2.38600"
"2019-06-19","9 months","3.12200"
"2019-06-19","90 days","2.92900"
"2019-06-19","1 day","1.44700"
"2019-06-19","30 days","2.89100"
"2019-06-19","14 days","2.78700"
"2019-06-19","1 year","3.21800"
"2019-06-19","6 months","2.96700"
"2019-06-20","6 months","2.95800"
"2019-06-20","7 days","2.44800"
"2019-06-20","1 day","1.25300"
"2019-06-20","14 days","2.85900"
"2019-06-20","1 year","3.20700"
"2019-06-20","30 days","2.87600"
"2019-06-20","90 days","2.91100"
"2019-06-20","9 months","3.11500"
"2019-06-21","1 day","1.11200"
"2019-06-21","1 year","3.19000"
"2019-06-21","30 days","2.85200"
"2019-06-21","90 days","2.89500"
"2019-06-21","9 months","3.11200"
"2019-06-21","6 months","2.93800"
"2019-06-21","7 days","2.41600"
"2019-06-21","14 days","2.80700"
"2019-06-24","9 months","3.09300"
"2019-06-24","14 days","2.76200"
"2019-06-24","1 year","3.17000"
"2019-06-24","6 months","2.90600"
"2019-06-24","30 days","2.80500"
"2019-06-24","90 days","2.85900"
"2019-06-24","7 days","2.32600"
"2019-06-24","1 day","1.00000"
"2019-06-25","6 months","2.87800"
"2019-06-25","30 days","2.76000"
"2019-06-25","14 days","2.71100"
"2019-06-25","1 year","3.13800"
"2019-06-25","7 days","2.46600"
"2019-06-25","9 months","3.07500"
"2019-06-25","90 days","2.80900"
"2019-06-25","1 day","1.02300"
"2019-06-26","1 day","0.99100"
"2019-06-26","14 days","2.62600"
"2019-06-26","1 year","3.11200"
"2019-06-26","30 days","2.73100"
"2019-06-26","90 days","2.75800"
"2019-06-26","9 months","3.05900"
"2019-06-26","6 months","2.84700"
"2019-06-26","7 days","2.41700"
"2019-06-27","6 months","2.82400"
"2019-06-27","7 days","2.61000"
"2019-06-27","1 day","0.96150"
"2019-06-27","1 year","3.10500"
"2019-06-27","30 days","2.70300"
"2019-06-27","90 days","2.72200"
"2019-06-27","9 months","3.05000"
"2019-06-27","14 days","2.57100"
"2019-06-28","6 months","2.80300"
"2019-06-28","7 days","2.60400"
"2019-06-28","30 days","2.68400"
"2019-06-28","1 day","1.37050"
"2019-06-28","90 days","2.70800"
"2019-06-28","9 months","3.04700"
"2019-06-28","14 days","2.59100"
"2019-06-28","1 year","3.10300"
"2019-07-01","6 months","2.77900"
"2019-07-01","7 days","2.31900"
"2019-07-01","1 day","1.06500"
"2019-07-01","30 days","2.60300"
"2019-07-01","90 days","2.68100"
"2019-07-01","9 months","3.04200"
"2019-07-01","1 year","3.09900"
"2019-07-01","14 days","2.36400"
"2019-07-02","30 days","2.53400"
"2019-07-02","90 days","2.65700"
"2019-07-02","9 months","3.03900"
"2019-07-02","7 days","2.03200"
"2019-07-02","14 days","2.19800"
"2019-07-02","1 day","0.91400"
"2019-07-02","6 months","2.76000"
"2019-07-02","1 year","3.09600"
"2019-07-03","6 months","2.75100"
"2019-07-03","7 days","2.14500"
"2019-07-03","9 months","3.03600"
"2019-07-03","1 day","0.87700"
"2019-07-03","90 days","2.64100"
"2019-07-03","30 days","2.49200"
"2019-07-03","1 year","3.09600"
"2019-07-03","14 days","2.09500"
"2019-07-04","6 months","2.73300"
"2019-07-04","7 days","2.13900"
"2019-07-04","1 day","0.84400"
"2019-07-04","30 days","2.46500"
"2019-07-04","1 year","3.09400"
"2019-07-04","14 days","2.05900"
"2019-07-04","90 days","2.62700"
"2019-07-04","9 months","3.03200"
