"SgnDate","Term_EN","Shibor"
"2020-04-27","1 year","1.68200"
"2020-04-27","7 days","1.77400"
"2020-04-27","90 days","1.39700"
"2020-04-28","14 days","1.14036"
"2020-04-28","7 days","1.08964"
"2020-04-28","9 months","1.86554"
"2020-04-28","1 year","1.92321"
"2020-04-28","90 days","1.58304"
"2020-04-28","1 day","0.74595"
"2020-04-28","30 days","1.23179"
"2020-04-28","6 months","1.69518"
"2020-04-29","1 day","0.66100"
"2020-04-29","6 months","1.49000"
"2020-04-29","90 days","1.39900"
"2020-04-29","14 days","1.34400"
"2020-04-29","30 days","1.30400"
"2020-04-29","1 year","1.68100"
"2020-04-29","7 days","1.75500"
"2020-04-30","6 months","1.49300"
"2020-04-30","90 days","1.40000"
"2020-04-30","7 days","1.91900"
"2020-04-30","1 year","1.68300"
"2020-04-30","30 days","1.31400"
"2020-04-30","14 days","1.51100"
"2020-04-30","1 day","1.88800"
"2020-05-06","90 days","1.40000"
"2020-05-06","30 days","1.31100"
"2020-05-06","1 year","1.68400"
"2020-05-06","1 day","1.48300"
"2020-05-06","14 days","1.36400"
"2020-05-06","6 months","1.49200"
"2020-05-06","7 days","1.86500"
"2020-05-07","30 days","1.30400"
"2020-05-07","7 days","1.83800"
"2020-05-07","90 days","1.40000"
"2020-05-07","1 day","1.14300"
"2020-05-07","1 year","1.68300"
"2020-05-07","9 months","1.58900"
"2020-05-07","6 months","1.49100"
"2020-05-07","14 days","1.32100"
"2020-05-08","1 year","1.68300"
"2020-05-08","7 days","1.80900"
"2020-05-08","1 day","0.93800"
"2020-05-08","14 days","1.29600"
"2020-05-08","6 months","1.49100"
"2020-05-08","30 days","1.30000"
"2020-05-08","90 days","1.40000"
"2020-05-11","90 days","1.39800"
"2020-05-11","7 days","1.67900"
"2020-05-11","9 months","1.59400"
"2020-05-11","30 days","1.30000"
"2020-05-11","6 months","1.49300"
"2020-05-11","14 days","1.27800"
"2020-05-11","1 day","0.87600"
"2020-05-11","1 year","1.69000"
"2020-05-12","7 days","1.56800"
"2020-05-12","90 days","1.39800"
"2020-05-12","30 days","1.30000"
"2020-05-12","1 year","1.69500"
"2020-05-12","1 day","0.80300"
"2020-05-12","14 days","1.26900"
"2020-05-12","6 months","1.49300"
"2020-05-12","9 months","1.59500"
"2020-05-13","1 year","1.69600"
"2020-05-13","9 months","1.59700"
"2020-05-13","6 months","1.49300"
"2020-05-13","14 days","1.25300"
"2020-05-13","1 day","0.70500"
"2020-05-13","30 days","1.30000"
"2020-05-13","7 days","1.48500"
"2020-05-13","90 days","1.39800"
"2020-05-14","30 days","1.30000"
"2020-05-14","1 year","1.69800"
"2020-05-14","1 day","0.74300"
"2020-05-14","14 days","1.25600"
"2020-05-14","6 months","1.49300"
"2020-05-14","90 days","1.39900"
"2020-05-14","9 months","1.59800"
"2020-05-14","7 days","1.51400"
"2020-05-15","7 days","1.65700"
"2020-05-15","90 days","1.39900"
"2020-05-15","14 days","1.25900"
"2020-05-15","1 year","1.70000"
"2020-05-15","1 day","0.86400"
"2020-05-15","30 days","1.30000"
"2020-05-15","6 months","1.49300"
"2020-05-15","9 months","1.59900"
"2020-05-18","1 year","1.69900"
"2020-05-18","30 days","1.30000"
"2020-05-18","6 months","1.49200"
"2020-05-18","9 months","1.59800"
"2020-05-18","14 days","1.26500"
"2020-05-18","1 day","0.90500"
"2020-05-18","7 days","1.56300"
"2020-05-18","90 days","1.39800"
"2020-05-19","90 days","1.39900"
"2020-05-19","1 year","1.69800"
"2020-05-19","1 day","1.38500"
"2020-05-19","30 days","1.30000"
"2020-05-19","7 days","1.52100"
"2020-05-19","6 months","1.49200"
"2020-05-19","14 days","1.27400"
"2020-05-19","9 months","1.59800"
"2020-05-20","90 days","1.39900"
"2020-05-20","9 months","1.59900"
"2020-05-20","1 year","1.69900"
"2020-05-20","7 days","1.53400"
"2020-05-20","6 months","1.49200"
"2020-05-20","14 days","1.32100"
"2020-05-20","1 day","1.22000"
"2020-05-20","30 days","1.30100"
"2020-05-21","14 days","1.31400"
"2020-05-21","1 year","1.70100"
"2020-05-21","1 day","1.10400"
"2020-05-21","30 days","1.30300"
"2020-05-21","6 months","1.49300"
"2020-05-21","9 months","1.60000"
"2020-05-21","7 days","1.55600"
"2020-05-21","90 days","1.40000"
"2020-05-22","7 days","1.59500"
"2020-05-22","90 days","1.40000"
"2020-05-22","1 day","1.09400"
"2020-05-22","1 year","1.70400"
"2020-05-22","30 days","1.30700"
"2020-05-22","6 months","1.49300"
"2020-05-22","9 months","1.60000"
"2020-05-22","14 days","1.31300"
"2020-05-25","1 day","1.47300"
"2020-05-25","30 days","1.31600"
"2020-05-25","7 days","1.78500"
"2020-05-25","6 months","1.49700"
"2020-05-25","14 days","1.34000"
"2020-05-25","9 months","1.60000"
"2020-05-25","90 days","1.40000"
"2020-05-25","1 year","1.71000"
"2020-05-26","7 days","1.90800"
"2020-05-26","90 days","1.40500"
"2020-05-26","1 year","1.72300"
"2020-05-26","9 months","1.61100"
"2020-05-26","6 months","1.50300"
"2020-05-26","14 days","1.49100"
"2020-05-26","1 day","1.88000"
"2020-05-26","30 days","1.34200"
"2020-05-27","14 days","1.75000"
"2020-05-27","1 day","2.10400"
"2020-05-27","90 days","1.41500"
"2020-05-27","7 days","2.01800"
"2020-05-27","1 year","1.73900"
"2020-05-27","6 months","1.51800"
"2020-05-27","30 days","1.39000"
"2020-05-27","9 months","1.62600"
"2020-05-28","14 days","1.84700"
"2020-05-28","90 days","1.43000"
"2020-05-28","1 year","1.74800"
"2020-05-28","30 days","1.41200"
"2020-05-28","6 months","1.52500"
"2020-05-28","7 days","2.17900"
"2020-05-28","9 months","1.64000"
"2020-05-28","1 day","2.10200"
"2020-05-29","14 days","1.92500"
"2020-05-29","7 days","2.15100"
"2020-05-29","6 months","1.55200"
"2020-05-29","9 months","1.66700"
"2020-05-29","1 day","2.09700"
"2020-05-29","30 days","1.43000"
"2020-05-29","1 year","1.77400"
"2020-05-29","90 days","1.45300"
"2020-06-01","9 months","1.67800"
"2020-06-01","1 day","1.62900"
"2020-06-01","14 days","1.72400"
"2020-06-01","7 days","1.95900"
"2020-06-01","90 days","1.45600"
"2020-06-01","1 year","1.78800"
"2020-06-01","30 days","1.42400"
"2020-06-01","6 months","1.56600"
"2020-06-02","7 days","1.67300"
"2020-06-02","6 months","1.57500"
"2020-06-02","30 days","1.42200"
"2020-06-02","1 year","1.80100"
"2020-06-02","90 days","1.46200"
"2020-06-02","1 day","1.46800"
"2020-06-02","9 months","1.69000"
"2020-06-02","14 days","1.44000"
"2020-06-03","7 days","1.97100"
"2020-06-03","9 months","1.72300"
"2020-06-03","30 days","1.45500"
"2020-06-03","14 days","1.57900"
"2020-06-03","6 months","1.59600"
"2020-06-03","90 days","1.49400"
"2020-06-03","1 day","1.88500"
"2020-06-03","1 year","1.82600"
"2020-06-04","6 months","1.61900"
"2020-06-04","9 months","1.74500"
"2020-06-04","1 day","1.96300"
"2020-06-04","30 days","1.51300"
"2020-06-04","1 year","1.85100"
"2020-06-04","90 days","1.53600"
"2020-06-04","14 days","1.60400"
"2020-06-04","7 days","2.00100"
"2020-06-05","14 days","1.70500"
"2020-06-05","9 months","1.77300"
"2020-06-05","1 day","1.58200"
"2020-06-05","7 days","1.98700"
"2020-06-05","90 days","1.59400"
"2020-06-05","1 year","1.90300"
"2020-06-05","30 days","1.58200"
"2020-06-05","6 months","1.66800"
"2020-06-09","9 months","1.88400"
"2020-06-09","14 days","1.75800"
"2020-06-09","7 days","1.94700"
"2020-06-09","6 months","1.78800"
"2020-06-09","30 days","1.74100"
"2020-06-09","1 year","2.00700"
"2020-06-09","90 days","1.72700"
"2020-06-09","1 day","1.83300"
"2020-06-10","14 days","1.80000"
"2020-06-10","6 months","1.86100"
"2020-06-10","90 days","1.81600"
"2020-06-10","1 day","1.84900"
"2020-06-10","1 year","2.05300"
"2020-06-10","30 days","1.79100"
"2020-06-10","7 days","1.98000"
"2020-06-10","9 months","1.94700"
"2020-06-11","14 days","1.84800"
"2020-06-11","7 days","2.02100"
"2020-06-11","6 months","1.95300"
"2020-06-11","9 months","2.05100"
"2020-06-11","1 day","1.75700"
"2020-06-11","30 days","1.86000"
"2020-06-11","1 year","2.13800"
"2020-06-11","90 days","1.90400"
"2020-06-12","9 months","2.10600"
"2020-06-12","1 day","1.52900"
"2020-06-12","14 days","1.85900"
"2020-06-12","7 days","2.01600"
"2020-06-12","90 days","1.95600"
"2020-06-12","1 year","2.18900"
"2020-06-12","30 days","1.89900"
"2020-06-12","6 months","2.00400"
"2020-06-15","9 months","2.14100"
"2020-06-15","7 days","1.85500"
"2020-06-15","6 months","2.03000"
"2020-06-15","30 days","1.91600"
"2020-06-15","1 year","2.20700"
"2020-06-15","1 day","1.47700"
"2020-06-15","90 days","1.98700"
"2020-06-15","14 days","1.79000"
"2020-06-16","14 days","1.75700"
"2020-06-16","6 months","2.06200"
"2020-06-16","30 days","1.95000"
"2020-06-16","7 days","1.89100"
"2020-06-16","9 months","2.16600"
"2020-06-16","90 days","2.01900"
"2020-06-16","1 day","1.75100"
"2020-06-16","1 year","2.23000"
"2020-06-17","1 day","2.04800"
"2020-06-17","6 months","2.09500"
"2020-06-17","90 days","2.05600"
"2020-06-17","1 year","2.26600"
"2020-06-17","30 days","1.99300"
"2020-06-17","7 days","2.05700"
"2020-06-17","14 days","1.83200"
"2020-06-17","9 months","2.20700"
"2020-06-18","9 months","2.22300"
"2020-06-18","14 days","2.09600"
"2020-06-18","1 year","2.28500"
"2020-06-18","6 months","2.11500"
"2020-06-18","30 days","2.02300"
"2020-06-18","7 days","2.10000"
"2020-06-18","90 days","2.07800"
"2020-06-18","1 day","2.12300"
"2020-06-19","6 months","2.13200"
"2020-06-19","7 days","2.14700"
"2020-06-19","90 days","2.09500"
"2020-06-19","1 day","2.13100"
"2020-06-19","1 year","2.30000"
"2020-06-19","9 months","2.24900"
"2020-06-19","14 days","2.15600"
"2020-06-19","30 days","2.04800"
"2020-06-22","30 days","2.05700"
"2020-06-22","7 days","2.15000"
"2020-06-22","9 months","2.25300"
"2020-06-22","90 days","2.09700"
"2020-06-22","1 day","2.13300"
"2020-06-22","1 year","2.30800"
"2020-06-22","14 days","2.20500"
"2020-06-22","6 months","2.14200"
"2020-06-23","14 days","2.41900"
"2020-06-23","9 months","2.26500"
"2020-06-23","90 days","2.10900"
"2020-06-23","1 year","2.32500"
"2020-06-23","30 days","2.08000"
"2020-06-23","7 days","2.15000"
"2020-06-23","1 day","1.97100"
"2020-06-23","6 months","2.15200"
"2020-06-24","14 days","2.28400"
"2020-06-24","1 year","2.34400"
"2020-06-24","6 months","2.16000"
"2020-06-24","30 days","2.09800"
"2020-06-24","7 days","2.17300"
"2020-06-24","90 days","2.12100"
"2020-06-24","1 day","1.54000"
"2020-06-24","9 months","2.28000"
"2020-06-28","9 months","2.28800"
"2020-06-28","14 days","2.23700"
"2020-06-28","6 months","2.16700"
"2020-06-28","7 days","2.18200"
"2020-06-28","90 days","2.12900"
"2020-06-28","1 day","1.09600"
"2020-06-28","1 year","2.34900"
"2020-06-28","30 days","2.10100"
"2020-06-29","6 months","2.16600"
"2020-06-29","30 days","2.09600"
"2020-06-29","90 days","2.12700"
"2020-06-29","9 months","2.29000"
"2020-06-29","1 year","2.35000"
"2020-06-29","14 days","2.15600"
"2020-06-29","7 days","2.18100"
"2020-06-29","1 day","1.01200"
"2020-06-30","6 months","2.16800"
"2020-06-30","90 days","2.12600"
"2020-06-30","9 months","2.29600"
"2020-06-30","30 days","2.08300"
"2020-06-30","1 year","2.35800"
"2020-06-30","14 days","2.28200"
"2020-06-30","7 days","2.22800"
"2020-06-30","1 day","1.78500"
"2020-07-01","1 year","2.36100"
"2020-07-01","14 days","1.98400"
"2020-07-01","7 days","2.09500"
"2020-07-01","1 day","1.96700"
"2020-07-01","6 months","2.17800"
"2020-07-01","9 months","2.29900"
"2020-07-01","90 days","2.12200"
"2020-07-01","30 days","2.07100"
"2020-07-02","6 months","2.18100"
"2020-07-02","30 days","2.03800"
"2020-07-02","9 months","2.29700"
"2020-07-02","14 days","1.82300"
"2020-07-02","1 year","2.36800"
"2020-07-02","90 days","2.11300"
"2020-07-02","1 day","1.74500"
"2020-07-02","7 days","2.00600"
"2020-07-03","14 days","1.68500"
"2020-07-03","6 months","2.18600"
"2020-07-03","7 days","1.98000"
"2020-07-03","1 day","1.36400"
"2020-07-03","1 year","2.37600"
"2020-07-03","30 days","2.01100"
"2020-07-03","9 months","2.30100"
"2020-07-03","90 days","2.10500"
"2020-07-06","14 days","1.62400"
"2020-07-06","6 months","2.19000"
"2020-07-06","30 days","1.99700"
"2020-07-06","90 days","2.10400"
"2020-07-06","9 months","2.30500"
"2020-07-06","1 day","1.34600"
"2020-07-06","1 year","2.38400"
"2020-07-06","7 days","1.79400"
"2020-07-07","1 year","2.39200"
"2020-07-07","14 days","1.72000"
"2020-07-07","7 days","2.09200"
"2020-07-07","1 day","1.70600"
"2020-07-07","6 months","2.19600"
"2020-07-07","9 months","2.31800"
"2020-07-07","90 days","2.10300"
"2020-07-07","30 days","1.99800"
"2020-07-08","6 months","2.20900"
"2020-07-08","30 days","1.99800"
"2020-07-08","9 months","2.33500"
"2020-07-08","14 days","1.87200"
"2020-07-08","1 year","2.40400"
"2020-07-08","90 days","2.11100"
"2020-07-08","1 day","2.08800"
"2020-07-08","7 days","2.13700"
"2020-07-09","14 days","2.04800"
"2020-07-09","6 months","2.22200"
"2020-07-09","7 days","2.19200"
"2020-07-09","1 day","2.18900"
"2020-07-09","1 year","2.42000"
"2020-07-09","9 months","2.35300"
"2020-07-09","90 days","2.12200"
"2020-07-09","30 days","2.01300"
"2020-07-10","7 days","2.20300"
"2020-07-10","14 days","1.95700"
"2020-07-10","6 months","2.24100"
"2020-07-10","30 days","2.03500"
"2020-07-10","90 days","2.14300"
"2020-07-10","9 months","2.36700"
"2020-07-10","1 day","2.19700"
"2020-07-10","1 year","2.43300"
"2020-07-13","6 months","2.26400"
"2020-07-13","9 months","2.38500"
"2020-07-13","90 days","2.16300"
"2020-07-13","30 days","2.05700"
"2020-07-13","1 year","2.45500"
"2020-07-13","14 days","2.21600"
"2020-07-13","7 days","2.20100"
"2020-07-13","1 day","2.12800"
"2020-07-14","90 days","2.19200"
"2020-07-14","1 day","1.67000"
"2020-07-14","7 days","2.14800"
"2020-07-14","6 months","2.29200"
"2020-07-14","30 days","2.07700"
"2020-07-14","9 months","2.40400"
"2020-07-14","14 days","2.09400"
"2020-07-14","1 year","2.48000"
"2020-07-15","6 months","2.33400"
"2020-07-15","7 days","2.15000"
"2020-07-15","30 days","2.10000"
"2020-07-15","14 days","2.11300"
"2020-07-15","1 day","2.02200"
"2020-07-15","1 year","2.51600"
"2020-07-15","90 days","2.24100"
"2020-07-15","9 months","2.43800"
"2020-07-16","6 months","2.37700"
"2020-07-16","90 days","2.28600"
"2020-07-16","9 months","2.47900"
"2020-07-16","1 year","2.57400"
"2020-07-16","30 days","2.14500"
"2020-07-16","7 days","2.24900"
"2020-07-16","14 days","2.19700"
"2020-07-16","1 day","2.24650"
"2020-07-17","30 days","2.19800"
"2020-07-17","90 days","2.35600"
"2020-07-17","14 days","2.42300"
"2020-07-17","1 year","2.63700"
"2020-07-17","1 day","2.32800"
"2020-07-17","7 days","2.22700"
"2020-07-17","6 months","2.44100"
"2020-07-17","9 months","2.54200"
"2020-07-20","9 months","2.58500"
"2020-07-20","90 days","2.40400"
"2020-07-20","14 days","2.30600"
"2020-07-20","6 months","2.49000"
"2020-07-20","7 days","2.18300"
"2020-07-20","1 day","1.95650"
"2020-07-20","1 year","2.67100"
"2020-07-20","30 days","2.21400"
"2020-07-21","90 days","2.46600"
"2020-07-21","9 months","2.65100"
"2020-07-21","6 months","2.56500"
"2020-07-21","30 days","2.22300"
"2020-07-21","1 year","2.72700"
"2020-07-21","1 day","1.58400"
"2020-07-21","7 days","2.10100"
"2020-07-21","14 days","2.21500"
"2020-07-22","30 days","2.22500"
"2020-07-22","7 days","2.00800"
"2020-07-22","14 days","2.18700"
"2020-07-22","1 day","1.33600"
"2020-07-22","1 year","2.75800"
"2020-07-22","6 months","2.62100"
"2020-07-22","90 days","2.50100"
"2020-07-22","9 months","2.68700"
"2020-07-23","6 months","2.65400"
"2020-07-23","9 months","2.70900"
"2020-07-23","30 days","2.23900"
"2020-07-23","90 days","2.54100"
"2020-07-23","14 days","2.19200"
"2020-07-23","1 year","2.78300"
"2020-07-23","1 day","1.85800"
"2020-07-23","7 days","2.20700"
"2020-07-24","90 days","2.55700"
"2020-07-24","14 days","2.23400"
"2020-07-24","9 months","2.72700"
"2020-07-24","6 months","2.67600"
"2020-07-24","7 days","2.14700"
"2020-07-24","1 day","1.84300"
"2020-07-24","1 year","2.79600"
"2020-07-24","30 days","2.24500"
"2020-07-27","6 months","2.69000"
"2020-07-27","30 days","2.25800"
"2020-07-27","1 year","2.80400"
"2020-07-27","1 day","1.99400"
"2020-07-27","7 days","2.20200"
"2020-07-27","14 days","2.28900"
"2020-07-27","90 days","2.57400"
"2020-07-27","9 months","2.73800"
"2020-07-28","9 months","2.74500"
"2020-07-28","7 days","2.20000"
"2020-07-28","6 months","2.69700"
"2020-07-28","1 year","2.80700"
"2020-07-28","30 days","2.26700"
"2020-07-28","14 days","2.27800"
"2020-07-28","90 days","2.57800"
"2020-07-28","1 day","1.75300"
"2020-07-29","14 days","2.28100"
"2020-07-29","9 months","2.75200"
"2020-07-29","1 year","2.81500"
"2020-07-29","30 days","2.27600"
"2020-07-29","90 days","2.58600"
"2020-07-29","1 day","1.45000"
"2020-07-29","6 months","2.70000"
"2020-07-29","7 days","2.17400"
"2020-07-30","1 year","2.82000"
"2020-07-30","1 day","1.36900"
"2020-07-30","30 days","2.28800"
"2020-07-30","14 days","2.24000"
"2020-07-30","9 months","2.75600"
"2020-07-30","6 months","2.70500"
"2020-07-30","7 days","2.18300"
"2020-07-30","90 days","2.59000"
"2020-07-31","14 days","2.24700"
"2020-07-31","1 year","2.82800"
"2020-07-31","30 days","2.29500"
"2020-07-31","9 months","2.76000"
"2020-07-31","90 days","2.59300"
"2020-07-31","1 day","1.78800"
"2020-07-31","6 months","2.70900"
"2020-07-31","7 days","2.23600"
"2020-08-03","9 months","2.76300"
"2020-08-03","1 day","1.57000"
"2020-08-03","1 year","2.82800"
"2020-08-03","90 days","2.59500"
"2020-08-03","7 days","2.04300"
"2020-08-03","30 days","2.28200"
"2020-08-03","14 days","1.94600"
"2020-08-03","6 months","2.71500"
"2020-08-04","6 months","2.73300"
"2020-08-04","14 days","2.04300"
"2020-08-04","1 year","2.83700"
"2020-08-04","9 months","2.77800"
"2020-08-04","1 day","1.92500"
"2020-08-04","90 days","2.59800"
"2020-08-04","30 days","2.28600"
"2020-08-04","7 days","2.14300"
"2020-08-05","1 year","2.84600"
"2020-08-05","1 day","1.69000"
"2020-08-05","30 days","2.28100"
"2020-08-05","14 days","2.03500"
"2020-08-05","9 months","2.79000"
"2020-08-05","6 months","2.74400"
"2020-08-05","7 days","2.06200"
"2020-08-05","90 days","2.60000"
"2020-08-06","14 days","2.02100"
"2020-08-06","1 year","2.85000"
"2020-08-06","30 days","2.28600"
"2020-08-06","9 months","2.79700"
"2020-08-06","90 days","2.60000"
"2020-08-06","1 day","1.66100"
"2020-08-06","6 months","2.74900"
"2020-08-06","7 days","2.07400"
"2020-08-07","9 months","2.80200"
"2020-08-07","1 day","2.05700"
"2020-08-07","1 year","2.85200"
"2020-08-07","90 days","2.60300"
"2020-08-07","7 days","2.20500"
"2020-08-07","30 days","2.28600"
"2020-08-07","14 days","2.05200"
"2020-08-07","6 months","2.75500"
"2020-08-10","6 months","2.75500"
"2020-08-10","14 days","2.09800"
"2020-08-10","1 year","2.85300"
"2020-08-10","9 months","2.80300"
"2020-08-10","1 day","2.12900"
"2020-08-10","90 days","2.60100"
"2020-08-10","30 days","2.29500"
"2020-08-10","7 days","2.20200"
"2020-08-11","1 year","2.85500"
"2020-08-11","1 day","2.20100"
"2020-08-11","30 days","2.29900"
"2020-08-11","14 days","2.19700"
"2020-08-11","9 months","2.80300"
"2020-08-11","6 months","2.75700"
"2020-08-11","7 days","2.24900"
"2020-08-11","90 days","2.60000"
"2020-08-12","14 days","2.27100"
"2020-08-12","1 year","2.86200"
"2020-08-12","30 days","2.30000"
"2020-08-12","9 months","2.80900"
"2020-08-12","90 days","2.60100"
"2020-08-12","1 day","2.15200"
"2020-08-12","6 months","2.76400"
"2020-08-12","7 days","2.24600"
"2020-08-13","1 day","2.16200"
"2020-08-13","1 year","2.86600"
"2020-08-13","90 days","2.60100"
"2020-08-13","7 days","2.23700"
"2020-08-13","30 days","2.30000"
"2020-08-13","14 days","2.28400"
"2020-08-13","6 months","2.76900"
"2020-08-13","9 months","2.81100"
"2020-08-14","14 days","2.30700"
"2020-08-14","9 months","2.81400"
"2020-08-14","1 day","2.17500"
"2020-08-14","90 days","2.60100"
"2020-08-14","7 days","2.22200"
"2020-08-14","6 months","2.77800"
"2020-08-14","30 days","2.30600"
"2020-08-14","1 year","2.87200"
"2020-08-17","1 day","2.12800"
"2020-08-17","9 months","2.82200"
"2020-08-17","1 year","2.87800"
"2020-08-17","7 days","2.21300"
"2020-08-17","90 days","2.60200"
"2020-08-17","14 days","2.27600"
"2020-08-17","30 days","2.30500"
"2020-08-17","6 months","2.77900"
