"Markettype","Trdwnt","Cwretmdos"
"21","2019-52","0.000493"
"31","2019-52","0.000509"
"37","2019-52","0.000929"
"47","2019-52","0.000945"
"53","2019-52","0.000494"
"63","2019-52","0.000510"
"69","2019-52","0.000929"
"79","2019-52","0.000945"
"85","2019-52","0.000493"
"95","2019-52","0.000509"
"101","2019-52","0.000929"
"111","2019-52","0.000945"
"117","2019-52","0.000494"
"127","2019-52","0.000510"
"33","2019-52","0.000976"
"20","2019-52","-0.000317"
"10","2019-53","0.012604"
"5","2019-53","0.015788"
"15","2019-53","0.015779"
"21","2019-53","0.015362"
"31","2019-53","0.015354"
"37","2019-53","0.015746"
"47","2019-53","0.015737"
"53","2019-53","0.015324"
"63","2019-53","0.015317"
"69","2019-53","0.015788"
"79","2019-53","0.015779"
"85","2019-53","0.015362"
"95","2019-53","0.015354"
"101","2019-53","0.015746"
"111","2019-53","0.015737"
"117","2019-53","0.015324"
"127","2019-53","0.015317"
"33","2019-53","0.015059"
"20","2019-53","0.015766"
"10","2020-01","0.015840"
"5","2020-01","0.013729"
"15","2020-01","0.013735"
"21","2020-01","0.014751"
"31","2020-01","0.014753"
"37","2020-01","0.013750"
"47","2020-01","0.013756"
"53","2020-01","0.014767"
"63","2020-01","0.014770"
"69","2020-01","0.013729"
"79","2020-01","0.013735"
"85","2020-01","0.014751"
"95","2020-01","0.014753"
"101","2020-01","0.013750"
"111","2020-01","0.013756"
"117","2020-01","0.014767"
"127","2020-01","0.014770"
"33","2020-01","0.010365"
"20","2020-01","0.022080"
"10","2020-02","0.010876"
"5","2020-02","0.006729"
"15","2020-02","0.006741"
"21","2020-02","0.009128"
"31","2020-02","0.009132"
"37","2020-02","0.006861"
"47","2020-02","0.006873"
"53","2020-02","0.009243"
"63","2020-02","0.009247"
"69","2020-02","0.006729"
"79","2020-02","0.006741"
"85","2020-02","0.009128"
"95","2020-02","0.009132"
"101","2020-02","0.006861"
"111","2020-02","0.006873"
"117","2020-02","0.009243"
"127","2020-02","0.009247"
"33","2020-02","0.002551"
"20","2020-02","0.020244"
"10","2020-03","-0.003260"
"5","2020-03","-0.004312"
"15","2020-03","-0.004309"
"21","2020-03","-0.002970"
"31","2020-03","-0.002971"
"37","2020-03","-0.003850"
"47","2020-03","-0.003848"
"53","2020-03","-0.002551"
"63","2020-03","-0.002553"
"69","2020-03","-0.004312"
"79","2020-03","-0.004309"
"85","2020-03","-0.002970"
"95","2020-03","-0.002971"
"101","2020-03","-0.003850"
"111","2020-03","-0.003848"
"117","2020-03","-0.002551"
"127","2020-03","-0.002553"
"33","2020-03","-0.006349"
"20","2020-03","0.003580"
"10","2020-04","-0.038266"
"5","2020-04","-0.034409"
"15","2020-04","-0.034420"
"21","2020-04","-0.032403"
"31","2020-04","-0.032419"
"37","2020-04","-0.034372"
"47","2020-04","-0.034383"
"53","2020-04","-0.032376"
"63","2020-04","-0.032391"
"69","2020-04","-0.034409"
"79","2020-04","-0.034420"
"85","2020-04","-0.032403"
"95","2020-04","-0.032419"
"101","2020-04","-0.034372"
"111","2020-04","-0.034383"
"117","2020-04","-0.032376"
"127","2020-04","-0.032391"
"33","2020-04","-0.034358"
"20","2020-04","-0.029210"
"10","2020-06","-0.059948"
"5","2020-06","-0.030744"
"15","2020-06","-0.030828"
"21","2020-06","-0.026136"
"31","2020-06","-0.026225"
"37","2020-06","-0.030255"
"47","2020-06","-0.030340"
"53","2020-06","-0.025706"
"63","2020-06","-0.025796"
"69","2020-06","-0.030744"
"79","2020-06","-0.030828"
"85","2020-06","-0.026136"
"95","2020-06","-0.026225"
"101","2020-06","-0.030255"
"111","2020-06","-0.030340"
"117","2020-06","-0.025706"
"127","2020-06","-0.025796"
"33","2020-06","-0.033067"
"20","2020-06","-0.014064"
"10","2020-07","0.008429"
"5","2020-07","0.018578"
"15","2020-07","0.018549"
"21","2020-07","0.019131"
"31","2020-07","0.019104"
"37","2020-07","0.018529"
"47","2020-07","0.018501"
"53","2020-07","0.019085"
"63","2020-07","0.019058"
"20","2020-07","0.024902"
"33","2020-07","0.015330"
"69","2020-07","0.018578"
"79","2020-07","0.018549"
"85","2020-07","0.019131"
"95","2020-07","0.019104"
"101","2020-07","0.018529"
"111","2020-07","0.018501"
"117","2020-07","0.019085"
"127","2020-07","0.019058"
"10","2020-08","0.040285"
"5","2020-08","0.047768"
"15","2020-08","0.047747"
"21","2020-08","0.051704"
"31","2020-08","0.051675"
"37","2020-08","0.047525"
"47","2020-08","0.047505"
"53","2020-08","0.051467"
"63","2020-08","0.051439"
"20","2020-08","0.070590"
"33","2020-08","0.039009"
"69","2020-08","0.047768"
"79","2020-08","0.047747"
"85","2020-08","0.051704"
"95","2020-08","0.051675"
"101","2020-08","0.047525"
"111","2020-08","0.047505"
"117","2020-08","0.051467"
"127","2020-08","0.051439"
"10","2020-09","-0.050596"
"5","2020-09","-0.049504"
"15","2020-09","-0.049507"
"21","2020-09","-0.051588"
"31","2020-09","-0.051585"
"37","2020-09","-0.049820"
"47","2020-09","-0.049822"
"53","2020-09","-0.051864"
"63","2020-09","-0.051861"
"20","2020-09","-0.054128"
"33","2020-09","-0.050345"
"69","2020-09","-0.049504"
"79","2020-09","-0.049507"
"85","2020-09","-0.051588"
"95","2020-09","-0.051585"
"101","2020-09","-0.049820"
"111","2020-09","-0.049822"
"117","2020-09","-0.051864"
"127","2020-09","-0.051861"
"10","2020-10","0.040859"
"5","2020-10","0.056418"
"15","2020-10","0.056375"
"21","2020-10","0.056977"
"31","2020-10","0.056937"
"37","2020-10","0.056347"
"47","2020-10","0.056304"
"53","2020-10","0.056911"
"63","2020-10","0.056871"
"20","2020-10","0.062337"
"33","2020-10","0.053291"
"69","2020-10","0.056418"
"79","2020-10","0.056375"
"85","2020-10","0.056977"
"95","2020-10","0.056937"
"101","2020-10","0.056347"
"111","2020-10","0.056304"
"117","2020-10","0.056911"
"127","2020-10","0.056871"
"10","2020-11","-0.057594"
"5","2020-11","-0.052923"
"15","2020-11","-0.052936"
"21","2020-11","-0.053554"
"31","2020-11","-0.053563"
"37","2020-11","-0.052999"
"47","2020-11","-0.053011"
"53","2020-11","-0.053620"
"63","2020-11","-0.053629"
"20","2020-11","-0.060429"
"33","2020-11","-0.049034"
"69","2020-11","-0.052923"
"79","2020-11","-0.052936"
"85","2020-11","-0.053554"
"95","2020-11","-0.053563"
"101","2020-11","-0.052999"
"111","2020-11","-0.053011"
"117","2020-11","-0.053620"
"127","2020-11","-0.053629"
"10","2020-12","-0.045819"
"5","2020-12","-0.050487"
"15","2020-12","-0.050475"
"21","2020-12","-0.050321"
"31","2020-12","-0.050310"
"37","2020-12","-0.050448"
"47","2020-12","-0.050435"
"53","2020-12","-0.050286"
"63","2020-12","-0.050275"
"20","2020-12","-0.054477"
"33","2020-12","-0.047487"
"69","2020-12","-0.050487"
"79","2020-12","-0.050475"
"85","2020-12","-0.050321"
"95","2020-12","-0.050310"
"101","2020-12","-0.050448"
"111","2020-12","-0.050435"
"117","2020-12","-0.050286"
"127","2020-12","-0.050275"
"10","2020-13","-0.012480"
"5","2020-13","0.007188"
"15","2020-13","0.007133"
"21","2020-13","0.004814"
"31","2020-13","0.004771"
"37","2020-13","0.006903"
"47","2020-13","0.006850"
"53","2020-13","0.004568"
"63","2020-13","0.004525"
"20","2020-13","-0.007107"
"33","2020-13","0.012293"
"69","2020-13","0.007188"
"79","2020-13","0.007133"
"85","2020-13","0.004814"
"95","2020-13","0.004771"
"101","2020-13","0.006903"
"111","2020-13","0.006850"
"117","2020-13","0.004568"
"127","2020-13","0.004525"
"10","2020-14","-0.009753"
"5","2020-14","-0.002537"
"15","2020-14","-0.002557"
"21","2020-14","-0.002744"
"31","2020-14","-0.002761"
"37","2020-14","-0.002584"
"47","2020-14","-0.002603"
"53","2020-14","-0.002786"
"63","2020-14","-0.002802"
"20","2020-14","-0.002204"
"33","2020-14","-0.003163"
"69","2020-14","-0.002537"
"79","2020-14","-0.002557"
"85","2020-14","-0.002744"
"95","2020-14","-0.002761"
"101","2020-14","-0.002584"
"111","2020-14","-0.002603"
"117","2020-14","-0.002786"
"127","2020-14","-0.002802"
"10","2020-15","0.010882"
"5","2020-15","0.014378"
"15","2020-15","0.014368"
"21","2020-15","0.014895"
"31","2020-15","0.014885"
"37","2020-15","0.014254"
"47","2020-15","0.014245"
"53","2020-15","0.014781"
"63","2020-15","0.014772"
"20","2020-15","0.018793"
"33","2020-15","0.012169"
"69","2020-15","0.014378"
"79","2020-15","0.014368"
"85","2020-15","0.014895"
"95","2020-15","0.014885"
"101","2020-15","0.014254"
"111","2020-15","0.014245"
"117","2020-15","0.014781"
"127","2020-15","0.014772"
"10","2020-16","-0.005460"
"5","2020-16","0.014258"
"15","2020-16","0.014205"
"21","2020-16","0.015390"
"31","2020-16","0.015340"
"37","2020-16","0.014373"
"47","2020-16","0.014321"
"53","2020-16","0.015490"
"63","2020-16","0.015440"
"20","2020-16","0.016277"
"33","2020-16","0.014974"
"69","2020-16","0.014258"
"79","2020-16","0.014205"
"85","2020-16","0.015390"
"95","2020-16","0.015340"
"101","2020-16","0.014373"
"111","2020-16","0.014321"
"117","2020-16","0.015490"
"127","2020-16","0.015440"
"10","2020-17","-0.008981"
"5","2020-17","-0.008690"
"15","2020-17","-0.008691"
"21","2020-17","-0.009058"
"31","2020-17","-0.009058"
"37","2020-17","-0.008490"
"47","2020-17","-0.008491"
"53","2020-17","-0.008875"
"63","2020-17","-0.008876"
"20","2020-17","-0.007748"
"33","2020-17","-0.009615"
"69","2020-17","-0.008690"
"79","2020-17","-0.008691"
"85","2020-17","-0.009058"
"95","2020-17","-0.009058"
"101","2020-17","-0.008490"
"111","2020-17","-0.008491"
"117","2020-17","-0.008875"
"127","2020-17","-0.008876"
"10","2020-18","0.011048"
"5","2020-18","0.016631"
"15","2020-18","0.016616"
"21","2020-18","0.016674"
"31","2020-18","0.016661"
"37","2020-18","0.016645"
"47","2020-18","0.016631"
"53","2020-18","0.016687"
"63","2020-18","0.016674"
"20","2020-18","0.015594"
"33","2020-18","0.017408"
"69","2020-18","0.016631"
"79","2020-18","0.016616"
"85","2020-18","0.016674"
"95","2020-18","0.016661"
"101","2020-18","0.016645"
"111","2020-18","0.016631"
"117","2020-18","0.016687"
"127","2020-18","0.016674"
"10","2020-19","0.006314"
"5","2020-19","0.015737"
"15","2020-19","0.015712"
"21","2020-19","0.017255"
"31","2020-19","0.017229"
"37","2020-19","0.016001"
"47","2020-19","0.015976"
"53","2020-19","0.017487"
"63","2020-19","0.017461"
"20","2020-19","0.025400"
"33","2020-19","0.012294"
"69","2020-19","0.015737"
"79","2020-19","0.015712"
"85","2020-19","0.017255"
"95","2020-19","0.017229"
"101","2020-19","0.016001"
"111","2020-19","0.015976"
"117","2020-19","0.017487"
"127","2020-19","0.017461"
"10","2020-20","-0.041035"
"5","2020-20","-0.007581"
"15","2020-20","-0.007667"
"21","2020-20","-0.006511"
"31","2020-20","-0.006590"
"37","2020-20","-0.007347"
"47","2020-20","-0.007433"
"53","2020-20","-0.006304"
"63","2020-20","-0.006384"
"20","2020-20","-0.001211"
"33","2020-20","-0.009697"
"69","2020-20","-0.007581"
"79","2020-20","-0.007667"
"85","2020-20","-0.006511"
"95","2020-20","-0.006590"
"101","2020-20","-0.007347"
"111","2020-20","-0.007433"
"117","2020-20","-0.006304"
"127","2020-20","-0.006384"
"10","2020-21","0.037893"
"5","2020-21","-0.020869"
"15","2020-21","-0.020724"
"21","2020-21","-0.022783"
"31","2020-21","-0.022649"
"37","2020-21","-0.020892"
"47","2020-21","-0.020748"
"53","2020-21","-0.022795"
"63","2020-21","-0.022661"
"20","2020-21","-0.030979"
"33","2020-21","-0.017302"
"69","2020-21","-0.020869"
"79","2020-21","-0.020724"
"85","2020-21","-0.022783"
"95","2020-21","-0.022649"
"101","2020-21","-0.020892"
"111","2020-21","-0.020748"
"117","2020-21","-0.022795"
"127","2020-21","-0.022661"
"10","2020-22","0.038630"
"5","2020-22","0.014997"
"15","2020-22","0.015057"
"21","2020-22","0.015501"
"31","2020-22","0.015554"
"37","2020-22","0.015108"
"47","2020-22","0.015168"
"53","2020-22","0.015599"
"63","2020-22","0.015651"
"20","2020-22","0.017773"
"33","2020-22","0.014159"
"69","2020-22","0.014997"
"79","2020-22","0.015057"
"85","2020-22","0.015501"
"95","2020-22","0.015554"
"101","2020-22","0.015108"
"111","2020-22","0.015168"
"117","2020-22","0.015599"
"127","2020-22","0.015651"
"10","2020-23","0.028329"
"5","2020-23","0.031660"
"15","2020-23","0.031652"
"21","2020-23","0.033166"
"31","2020-23","0.033155"
"37","2020-23","0.031789"
"47","2020-23","0.031780"
"53","2020-23","0.033274"
"63","2020-23","0.033263"
"20","2020-23","0.041814"
"33","2020-23","0.027637"
"69","2020-23","0.031660"
"79","2020-23","0.031652"
"85","2020-23","0.033166"
"95","2020-23","0.033155"
"101","2020-23","0.031789"
"111","2020-23","0.031780"
"117","2020-23","0.033274"
"127","2020-23","0.033263"
"10","2020-24","0.012731"
"5","2020-24","-0.000226"
"15","2020-24","-0.000193"
"21","2020-24","0.001496"
"31","2020-24","0.001521"
"37","2020-24","-0.000345"
"47","2020-24","-0.000312"
"53","2020-24","0.001379"
"63","2020-24","0.001405"
"20","2020-24","0.006172"
"33","2020-24","-0.001845"
"69","2020-24","-0.000226"
"79","2020-24","-0.000193"
"85","2020-24","0.001496"
"95","2020-24","0.001521"
"101","2020-24","-0.000345"
"111","2020-24","-0.000312"
"117","2020-24","0.001379"
"127","2020-24","0.001405"
"10","2020-25","0.024187"
"5","2020-25","0.021692"
"15","2020-25","0.021699"
"21","2020-25","0.023560"
"31","2020-25","0.023561"
"37","2020-25","0.021725"
"47","2020-25","0.021731"
"53","2020-25","0.023579"
"63","2020-25","0.023581"
"20","2020-25","0.031769"
"33","2020-25","0.018011"
"69","2020-25","0.021692"
"79","2020-25","0.021699"
"85","2020-25","0.023560"
"95","2020-25","0.023561"
"101","2020-25","0.021725"
"111","2020-25","0.021731"
"117","2020-25","0.023579"
"127","2020-25","0.023581"
"10","2020-26","0.004395"
"5","2020-26","0.005353"
"15","2020-26","0.005350"
"21","2020-26","0.006815"
"31","2020-26","0.006810"
"37","2020-26","0.005700"
"47","2020-26","0.005697"
"53","2020-26","0.007118"
"63","2020-26","0.007112"
"20","2020-26","0.008586"
"33","2020-26","0.006106"
"69","2020-26","0.005353"
"79","2020-26","0.005350"
"85","2020-26","0.006815"
"95","2020-26","0.006810"
"101","2020-26","0.005700"
"111","2020-26","0.005697"
"117","2020-26","0.007118"
"127","2020-26","0.007112"
"10","2020-27","0.041331"
"5","2020-27","0.060209"
"15","2020-27","0.060162"
"21","2020-27","0.057451"
"31","2020-27","0.057415"
"37","2020-27","0.059961"
"47","2020-27","0.059916"
"53","2020-27","0.057246"
"63","2020-27","0.057211"
"20","2020-27","0.051556"
"33","2020-27","0.061184"
"69","2020-27","0.060209"
"79","2020-27","0.060162"
"85","2020-27","0.057451"
"95","2020-27","0.057415"
"101","2020-27","0.059961"
"111","2020-27","0.059916"
"117","2020-27","0.057246"
"127","2020-27","0.057211"
"10","2020-28","0.118627"
"5","2020-28","0.081701"
"15","2020-28","0.081790"
"21","2020-28","0.086041"
"31","2020-28","0.086111"
"37","2020-28","0.082239"
"47","2020-28","0.082326"
"53","2020-28","0.086497"
"63","2020-28","0.086566"
"20","2020-28","0.101647"
"33","2020-28","0.076073"
"69","2020-28","0.081701"
"79","2020-28","0.081790"
"85","2020-28","0.086041"
"95","2020-28","0.086111"
"101","2020-28","0.082239"
"111","2020-28","0.082326"
"117","2020-28","0.086497"
"127","2020-28","0.086566"
"10","2020-29","-0.025192"
"5","2020-29","-0.042269"
"15","2020-29","-0.042229"
"21","2020-29","-0.043103"
"31","2020-29","-0.043066"
"37","2020-29","-0.042860"
"47","2020-29","-0.042819"
"53","2020-29","-0.043625"
"63","2020-29","-0.043586"
"20","2020-29","-0.041695"
"33","2020-29","-0.044993"
"69","2020-29","-0.042269"
"79","2020-29","-0.042229"
"85","2020-29","-0.043103"
"95","2020-29","-0.043066"
"101","2020-29","-0.042860"
"111","2020-29","-0.042819"
"117","2020-29","-0.043625"
"127","2020-29","-0.043586"
"10","2020-30","0.002253"
"5","2020-30","-0.004181"
"15","2020-30","-0.004166"
"21","2020-30","-0.004755"
"31","2020-30","-0.004740"
"37","2020-30","-0.004628"
"47","2020-30","-0.004612"
"53","2020-30","-0.005149"
"63","2020-30","-0.005133"
"20","2020-30","-0.009054"
"33","2020-30","-0.002367"
"69","2020-30","-0.004181"
"79","2020-30","-0.004166"
"85","2020-30","-0.004755"
"95","2020-30","-0.004740"
"101","2020-30","-0.004628"
"111","2020-30","-0.004612"
"117","2020-30","-0.005149"
"127","2020-30","-0.005133"
"10","2020-31","0.030928"
"5","2020-31","0.040200"
"15","2020-31","0.040178"
"21","2020-31","0.042651"
"31","2020-31","0.042626"
"37","2020-31","0.040950"
"47","2020-31","0.040926"
"53","2020-31","0.043292"
"63","2020-31","0.043266"
"20","2020-31","0.054778"
"33","2020-31","0.035220"
"69","2020-31","0.040200"
"79","2020-31","0.040178"
"85","2020-31","0.042651"
"95","2020-31","0.042626"
"101","2020-31","0.040950"
"111","2020-31","0.040926"
"117","2020-31","0.043292"
"127","2020-31","0.043266"
"10","2020-32","0.029895"
"5","2020-32","0.012932"
"15","2020-32","0.012972"
"21","2020-32","0.011358"
"31","2020-32","0.011396"
"37","2020-32","0.012697"
"47","2020-32","0.012736"
"53","2020-32","0.011167"
"63","2020-32","0.011205"
"20","2020-32","0.008052"
"33","2020-32","0.013393"
"69","2020-32","0.012893"
"79","2020-32","0.012933"
"85","2020-32","0.011323"
"95","2020-32","0.011362"
"101","2020-32","0.012658"
"111","2020-32","0.012698"
"117","2020-32","0.011133"
"127","2020-32","0.011172"
"10","2020-33","-0.004315"
"5","2020-33","0.000723"
"15","2020-33","0.000711"
"21","2020-33","-0.002095"
"31","2020-33","-0.002100"
"37","2020-33","0.000304"
"47","2020-33","0.000293"
"53","2020-33","-0.002436"
"63","2020-33","-0.002439"
"20","2020-33","-0.009592"
"33","2020-33","0.002666"
"69","2020-33","0.000740"
"79","2020-33","0.000728"
"85","2020-33","-0.002079"
"95","2020-33","-0.002084"
"101","2020-33","0.000321"
"111","2020-33","0.000310"
"117","2020-33","-0.002419"
"127","2020-33","-0.002423"
"10","2020-34","0.024872"
"5","2020-34","0.006644"
"15","2020-34","0.006686"
"37","2020-34","0.006011"
"47","2020-34","0.006053"
"21","2020-34","0.005147"
"31","2020-34","0.005188"
"53","2020-34","0.004599"
"63","2020-34","0.004640"
"20","2020-34","0.002655"
"33","2020-34","0.005966"
"69","2020-34","0.006618"
"79","2020-34","0.006660"
"85","2020-34","0.005125"
"95","2020-34","0.005165"
"101","2020-34","0.005985"
"111","2020-34","0.006028"
"117","2020-34","0.004576"
"127","2020-34","0.004618"
"10","2020-35","0.022392"
"5","2020-35","0.011430"
"15","2020-35","0.011455"
"37","2020-35","0.010817"
"47","2020-35","0.010844"
"21","2020-35","0.015825"
"31","2020-35","0.015839"
"53","2020-35","0.015225"
"63","2020-35","0.015240"
"20","2020-35","0.024300"
"33","2020-35","0.008861"
"69","2020-35","0.011444"
"79","2020-35","0.011470"
"85","2020-35","0.015836"
"95","2020-35","0.015850"
"101","2020-35","0.010832"
"111","2020-35","0.010858"
"117","2020-35","0.015236"
"127","2020-35","0.015251"
"10","2020-36","0.001494"
"5","2020-36","-0.014815"
"15","2020-36","-0.014777"
"37","2020-36","-0.014598"
"47","2020-36","-0.014561"
"21","2020-36","-0.011389"
"31","2020-36","-0.011362"
"53","2020-36","-0.011234"
"63","2020-36","-0.011208"
"20","2020-36","-0.007427"
"33","2020-36","-0.013949"
"69","2020-36","-0.014823"
"79","2020-36","-0.014785"
"85","2020-36","-0.011398"
"95","2020-36","-0.011371"
"101","2020-36","-0.014606"
"111","2020-36","-0.014569"
"117","2020-36","-0.011243"
"127","2020-36","-0.011217"
"10","2020-37","-0.011602"
"5","2020-37","-0.031644"
"15","2020-37","-0.031598"
"37","2020-37","-0.032302"
"47","2020-37","-0.032255"
"21","2020-37","-0.036494"
"31","2020-37","-0.036443"
"53","2020-37","-0.037023"
"63","2020-37","-0.036971"
"20","2020-37","-0.053197"
"33","2020-37","-0.025445"
"69","2020-37","-0.031662"
"79","2020-37","-0.031615"
"85","2020-37","-0.036508"
"95","2020-37","-0.036456"
"101","2020-37","-0.032319"
"111","2020-37","-0.032272"
"117","2020-37","-0.037036"
"127","2020-37","-0.036984"
"10","2020-38","0.013143"
"5","2020-38","0.022096"
"15","2020-38","0.022075"
"37","2020-38","0.022749"
"47","2020-38","0.022727"
"21","2020-38","0.023492"
"31","2020-38","0.023470"
"53","2020-38","0.024059"
"63","2020-38","0.024036"
"20","2020-38","0.024727"
"33","2020-38","0.023594"
"69","2020-38","0.022112"
"79","2020-38","0.022090"
"85","2020-38","0.023505"
"95","2020-38","0.023483"
"101","2020-38","0.022764"
"111","2020-38","0.022742"
"117","2020-38","0.024071"
"127","2020-38","0.024049"
"10","2020-39","-0.020895"
"5","2020-39","-0.035890"
"15","2020-39","-0.035855"
"37","2020-39","-0.035943"
"47","2020-39","-0.035908"
"21","2020-39","-0.035694"
"31","2020-39","-0.035663"
"53","2020-39","-0.035743"
"63","2020-39","-0.035713"
"20","2020-39","-0.036368"
"33","2020-39","-0.035307"
"69","2020-39","-0.035890"
"79","2020-39","-0.035855"
"85","2020-39","-0.035694"
"95","2020-39","-0.035663"
"101","2020-39","-0.035943"
"111","2020-39","-0.035908"
"117","2020-39","-0.035744"
"127","2020-39","-0.035713"
"10","2020-40","0.003032"
"5","2020-40","-0.000046"
"15","2020-40","-0.000039"
"37","2020-40","0.000006"
"47","2020-40","0.000013"
"21","2020-40","0.000547"
"31","2020-40","0.000552"
"53","2020-40","0.000587"
"63","2020-40","0.000592"
"20","2020-40","0.002451"
"33","2020-40","-0.000713"
"69","2020-40","-0.000048"
"79","2020-40","-0.000040"
"85","2020-40","0.000545"
"95","2020-40","0.000550"
"101","2020-40","0.000005"
"111","2020-40","0.000012"
"117","2020-40","0.000586"
"127","2020-40","0.000591"
"10","2020-41","0.012414"
"5","2020-41","0.019661"
"15","2020-41","0.019644"
"37","2020-41","0.019863"
"47","2020-41","0.019845"
"21","2020-41","0.021972"
"31","2020-41","0.021952"
"53","2020-41","0.022123"
"63","2020-41","0.022102"
"20","2020-41","0.029935"
"33","2020-41","0.016659"
"69","2020-41","0.019675"
"79","2020-41","0.019658"
"85","2020-41","0.021984"
"95","2020-41","0.021964"
"101","2020-41","0.019877"
"111","2020-41","0.019859"
"117","2020-41","0.022134"
"127","2020-41","0.022114"
"10","2020-42","0.003946"
"5","2020-42","0.019758"
"15","2020-42","0.019721"
"37","2020-42","0.019612"
"47","2020-42","0.019575"
"21","2020-42","0.020839"
"31","2020-42","0.020803"
"53","2020-42","0.020695"
"63","2020-42","0.020660"
"20","2020-42","0.020989"
"33","2020-42","0.020487"
"69","2020-42","0.019775"
"79","2020-42","0.019738"
"85","2020-42","0.020854"
"95","2020-42","0.020818"
"101","2020-42","0.019629"
"111","2020-42","0.019593"
"117","2020-42","0.020710"
"127","2020-42","0.020675"
"10","2020-43","-0.016090"
"5","2020-43","-0.017808"
"15","2020-43","-0.017804"
"37","2020-43","-0.018489"
"47","2020-43","-0.018484"
"21","2020-43","-0.019893"
"31","2020-43","-0.019885"
"53","2020-43","-0.020471"
"63","2020-43","-0.020462"
"20","2020-43","-0.027575"
"33","2020-43","-0.015426"
"69","2020-43","-0.017803"
"79","2020-43","-0.017799"
"85","2020-43","-0.019888"
"95","2020-43","-0.019880"
"101","2020-43","-0.018485"
"111","2020-43","-0.018479"
"117","2020-43","-0.020466"
"127","2020-43","-0.020457"
"10","2020-44","-0.011538"
"5","2020-44","-0.012910"
"15","2020-44","-0.012907"
"37","2020-44","-0.012197"
"47","2020-44","-0.012196"
"21","2020-44","-0.011544"
"31","2020-44","-0.011544"
"53","2020-44","-0.010927"
"63","2020-44","-0.010928"
"20","2020-44","-0.003102"
"33","2020-44","-0.016416"
"69","2020-44","-0.012919"
"79","2020-44","-0.012916"
"85","2020-44","-0.011552"
"95","2020-44","-0.011552"
"101","2020-44","-0.012206"
"111","2020-44","-0.012205"
"117","2020-44","-0.010936"
"127","2020-44","-0.010937"
"10","2020-45","0.016477"
"5","2020-45","0.032766"
"15","2020-45","0.032729"
"37","2020-45","0.032742"
"47","2020-45","0.032705"
"21","2020-45","0.032000"
"31","2020-45","0.031968"
"53","2020-45","0.031988"
"63","2020-45","0.031957"
"20","2020-45","0.038608"
"33","2020-45","0.027286"
"69","2020-45","0.032746"
"79","2020-45","0.032708"
"85","2020-45","0.031982"
"95","2020-45","0.031950"
"101","2020-45","0.032722"
"111","2020-45","0.032685"
"117","2020-45","0.031970"
"127","2020-45","0.031939"
"10","2020-46","0.004501"
"5","2020-46","-0.001577"
"15","2020-46","-0.001563"
"37","2020-46","-0.001497"
"47","2020-46","-0.001484"
"21","2020-46","-0.002863"
"31","2020-46","-0.002849"
"53","2020-46","-0.002775"
"63","2020-46","-0.002761"
"20","2020-46","-0.005335"
"33","2020-46","-0.000942"
"69","2020-46","-0.001587"
"79","2020-46","-0.001574"
"85","2020-46","-0.002872"
"95","2020-46","-0.002857"
"101","2020-46","-0.001508"
"111","2020-46","-0.001495"
"117","2020-46","-0.002784"
"127","2020-46","-0.002770"
"10","2020-47","0.021804"
"5","2020-47","0.020340"
"15","2020-47","0.020343"
"37","2020-47","0.019917"
"47","2020-47","0.019921"
"21","2020-47","0.016863"
"31","2020-47","0.016872"
"53","2020-47","0.016536"
"63","2020-47","0.016546"
"20","2020-47","0.009723"
"33","2020-47","0.021389"
"69","2020-47","0.020331"
"79","2020-47","0.020334"
"85","2020-47","0.016857"
"95","2020-47","0.016866"
"101","2020-47","0.019909"
"111","2020-47","0.019913"
"117","2020-47","0.016530"
"127","2020-47","0.016540"
"10","2020-48","-0.001324"
"5","2020-48","0.003400"
"15","2020-48","0.003390"
"37","2020-48","0.003005"
"47","2020-48","0.002995"
"21","2020-48","0.000426"
"31","2020-48","0.000423"
"53","2020-48","0.000116"
"63","2020-48","0.000114"
"20","2020-48","-0.013787"
"33","2020-48","0.009887"
"69","2020-48","0.003400"
"79","2020-48","0.003390"
"85","2020-48","0.000428"
"95","2020-48","0.000424"
"101","2020-48","0.003005"
"111","2020-48","0.002996"
"117","2020-48","0.000118"
"127","2020-48","0.000115"
"10","2020-49","0.003015"
"5","2020-49","0.011854"
"15","2020-49","0.011835"
"37","2020-49","0.012084"
"47","2020-49","0.012064"
"21","2020-49","0.013626"
"31","2020-49","0.013605"
"53","2020-49","0.013806"
"63","2020-49","0.013786"
"20","2020-49","0.019564"
"33","2020-49","0.009854"
"69","2020-49","0.011856"
"79","2020-49","0.011837"
"85","2020-49","0.013627"
"95","2020-49","0.013607"
"101","2020-49","0.012086"
"111","2020-49","0.012067"
"117","2020-49","0.013808"
"127","2020-49","0.013787"
"10","2020-50","-0.017168"
"5","2020-50","-0.032570"
"15","2020-50","-0.032537"
"37","2020-50","-0.032084"
"47","2020-50","-0.032053"
"21","2020-50","-0.031905"
"31","2020-50","-0.031877"
"53","2020-50","-0.031482"
"63","2020-50","-0.031455"
"20","2020-50","-0.036171"
"33","2020-50","-0.028230"
"69","2020-50","-0.032571"
"79","2020-50","-0.032538"
"85","2020-50","-0.031907"
"95","2020-50","-0.031878"
"101","2020-50","-0.032086"
"111","2020-50","-0.032054"
"117","2020-50","-0.031483"
"127","2020-50","-0.031456"
"10","2020-51","0.016792"
"5","2020-51","0.015323"
"15","2020-51","0.015326"
"37","2020-51","0.015078"
