"Indexcd","Idxinfo01","Idxinfo06","Idxinfo09","Idxinfo11"
"801204","专业零售","","","2014-02-21"
"801205","商业物业经营","","","2014-02-21"
"801210","社会服务","","3","1999-12-30"
"801211","餐饮","","","9999-12-31"
"801212","景点","","","9999-12-31"
"801213","酒店","","","9999-12-31"
"801214","旅游综合Ⅱ","","","9999-12-31"
"801215","其他休闲服务Ⅱ","","","2014-02-21"
"801220","信息服务","","3","1999-12-30"
"801221","传媒","","","9999-12-31"
"801222","计算机应用","","","9999-12-31"
"801223","通信运营Ⅱ","","","9999-12-31"
"801224","网络服务","","","9999-12-31"
"801230","综合","","3","1999-12-30"
"801231","综合","","","9999-12-31"
"801250","申万制造","","","2011-08-22"
"801260","申万消费","","","2011-08-22"
"801270","申万投资","","","2011-08-22"
"801280","申万服务","","","2011-08-22"
"801300","申万300指数","","","9999-12-31"
"801710","建筑材料","","3","2014-02-21"
"801711","水泥制造Ⅱ","","","2014-02-21"
"801712","玻璃制造Ⅱ","","","2014-02-21"
"801713","其他建材Ⅱ","","","2014-02-21"
"801720","建筑装饰","","3","2014-02-21"
"801721","房屋建设","","","2014-02-21"
"801722","装修装饰","","","2014-02-21"
"801723","基础建设","","","2014-02-21"
"801724","专业工程","","","2014-02-21"
"801725","园林工程","","","2014-02-21"
"801730","电力设备","","3","2014-02-21"
"801731","电机","","","2014-02-21"
"801732","电气自动化设备","","","2014-02-21"
"801733","电源设备","","","2014-02-21"
"801734","高低压设备","","","2014-02-21"
"801740","国防军工","","3","2014-02-21"
"801741","航天装备Ⅱ","","","2014-02-21"
"801742","航空装备Ⅱ","","","2014-02-21"
"801743","地面兵装Ⅱ","","","2014-02-21"
"801744","船舶制造","","","2014-02-21"
"801750","计算机","","3","2014-02-21"
"801751","营销传播","","","2014-02-21"
"801752","互联网传媒","","","2014-02-21"
"801760","传媒","","3","2014-02-21"
"801761","文化传媒","","","2014-02-21"
"801770","通信","","3","2014-02-21"
"801780","银行","","3","2014-02-21"
"801790","非银金融","","3","2014-02-21"
"801811","大盘指数","","","9999-12-31"
"801812","中盘指数","","","9999-12-31"
"801813","小盘指数","","","9999-12-31"
"801821","高市盈率指数","","","9999-12-31"
"801822","中市盈率指数","","","9999-12-31"
"801823","低市盈率指数","","","9999-12-31"
"801831","高市净率指数","","","9999-12-31"
"801832","中市净率指数","","","9999-12-31"
"801833","低市净率指数","","","9999-12-31"
"801841","高价股指数","","","9999-12-31"
"801842","中价股指数","","","9999-12-31"
"801843","低价股指数","","","9999-12-31"
"801851","亏损股指数","","","9999-12-31"
"801852","微利股指数","","","9999-12-31"
"801853","绩优股指数","","","9999-12-31"
"801863","新股指数","","","9999-12-31"
"801880","汽车","","3","2014-02-21"
"801881","其他交运设备","","","2014-02-21"
"801890","机械设备","","3","2014-02-21"
"801950","煤炭","","","2021-12-13"
"801960","石油石化","","","2021-12-13"
"801970","环保","","","2021-12-13"
"801980","美容护理","","","2021-12-13"
"802600","装备制造指数","","3","9999-12-31"
"806001","申万新三板做市","","","2015-03-31"
"806010","申万宏源新三板计算机","","","2015-12-24"
"806020","申万宏源新三板机械","","","2015-12-24"
"806030","申万宏源新三板化工","","","2015-12-24"
"806040","申万宏源新三板传媒","","","2014-12-31"
"806050","申万宏源新三板电气设备","","","2014-12-31"
"806060","申万宏源新三板电子","","","2014-12-31"
"806070","申万宏源新三板建筑装饰","","","2014-12-31"
"806080","申万宏源新三板医药生物","","","2014-12-31"
"806090","申万宏源新三板通信","","","2016-10-27"
"806100","申万宏源新三板农林牧渔","","","2016-10-27"
"806110","申万宏源新三板公用事业","","","2016-10-27"
"806120","申万宏源新三板休闲服务","","","2016-10-27"
"806130","申万宏源新三板有色金属","","","2016-10-27"
"806140","申万宏源新三板汽车","","","2016-10-27"
"806150","申万宏源新三板轻工制造","","","2016-10-27"
"806160","申万宏源新三板建筑材料","","","2016-10-27"
"806170","申万宏源新三板非银金融","","","2016-10-27"
"806180","申万宏源新三板食品饮料","","","2016-10-27"
"806190","申万宏源新三板商业贸易","","","2016-10-27"
"806200","申万宏源新三板交通运输","","","2016-10-27"
"850111","种子生产","","","9999-12-31"
"850112","粮食种植","","","9999-12-31"
"850113","其他种植业","","","9999-12-31"
"850121","海洋捕捞","","","9999-12-31"
"850122","水产养殖","","","9999-12-31"
"850131","林业","","","9999-12-31"
"850141","饲料","","","9999-12-31"
"850151","果蔬加工","","","9999-12-31"
"850152","粮油加工","","","9999-12-31"
"850153","畜禽加工","","","9999-12-31"
"850161","农业综合Ⅲ","","","9999-12-31"
"850211","石油开采","","","9999-12-31"
"850221","煤炭开采Ⅲ","","","9999-12-31"
"850222","焦炭加工","","","9999-12-31"
"850231","其他采掘Ⅲ","","","9999-12-31"
"850311","石油加工","","","9999-12-31"
"850312","炼焦业","","","9999-12-31"
"850313","石油贸易","","","9999-12-31"
"850321","纯碱","","","9999-12-31"
"850322","氯碱","","","9999-12-31"
"850323","无机盐","","","9999-12-31"
"850324","其他化学原料","","","9999-12-31"
"850331","氮肥","","","9999-12-31"
"850332","磷肥","","","9999-12-31"
"850333","农药","","","9999-12-31"
"850334","日用化学产品","","","9999-12-31"
"850335","涂料油漆油墨制造","","","9999-12-31"
"850336","钾肥","","","9999-12-31"
"850337","民爆用品","","","9999-12-31"
"850338","纺织化学用品","","","9999-12-31"
"850339","其他化学制品","","","9999-12-31"
"850341","涤纶","","","9999-12-31"
"850342","维纶","","","9999-12-31"
"850343","粘胶","","","9999-12-31"
"850344","其他纤维","","","9999-12-31"
"850345","氨纶","","","9999-12-31"
"850351","其他塑料制品","","","9999-12-31"
"850361","轮胎","","","9999-12-31"
"850362","其他橡胶制品","","","9999-12-31"
"850371","其他化工新材料","","","9999-12-31"
"850411","普钢","","","9999-12-31"
"850412","特钢","","","9999-12-31"
"850421","金属制品Ⅲ","","","9999-12-31"
"850511","有色金属冶炼与加工","","","9999-12-31"
"850512","铝","","","9999-12-31"
"850513","铜","","","9999-12-31"
"850514","铅锌","","","9999-12-31"
"850515","黄金","","","9999-12-31"
"850516","小金属","","","9999-12-31"
"850521","金属新材料Ⅲ","","","9999-12-31"
"850522","磁性材料","","","9999-12-31"
"850523","非金属新材料","","","2014-02-21"
"850531","黄金","","","2014-02-21"
"850541","稀土","","","2014-02-21"
"850542","钨","","","2014-02-21"
"850543","锂","","","2014-02-21"
"850544","其他稀有小金属","","","2014-02-21"
"850551","铝","","","2014-02-21"
"850552","铜","","","2014-02-21"
"850553","铅锌","","","2014-02-21"
"850611","玻璃制造Ⅲ","","","9999-12-31"
"850612","水泥制造Ⅲ","","","9999-12-31"
"850613","陶瓷制造","","","9999-12-31"
"850614","其他建材Ⅲ","","","9999-12-31"
"850621","建筑施工","","","9999-12-31"
"850622","装饰园林","","","9999-12-31"
"850711","机床工具","","","9999-12-31"
"850712","机械基础件","","","9999-12-31"
"850713","磨具磨料","","","9999-12-31"
"850714","内燃机","","","9999-12-31"
"850715","制冷空调设备","","","9999-12-31"
"850716","其它通用机械","","","9999-12-31"
"850721","纺织服装设备","","","9999-12-31"
"850722","工程机械","","","9999-12-31"
"850723","农用机械","","","9999-12-31"
"850724","重型机械","","","9999-12-31"
"850725","冶金矿采化工设备","","","9999-12-31"
"850726","印刷包装机械","","","9999-12-31"
"850727","其它专用机械","","","9999-12-31"
"850731","仪器仪表","","","9999-12-31"
"850741","电机","","","9999-12-31"
"850742","电气自控设备","","","9999-12-31"
"850743","电源设备","","","9999-12-31"
"850744","输变电设备","","","9999-12-31"
"850745","其他电力设备","","","9999-12-31"
"850751","金属制品Ⅲ","","","9999-12-31"
"850811","集成电路","","","9999-12-31"
"850812","分立器件","","","9999-12-31"
"850813","半导体材料","","","9999-12-31"
"850821","元件Ⅲ","","","9999-12-31"
"850831","显示器件Ⅲ","","","9999-12-31"
"850841","其他电子Ⅲ","","","9999-12-31"
"850911","乘用车","","","9999-12-31"
"850912","商用载货车","","","9999-12-31"
"850913","商用载客车","","","9999-12-31"
"850914","专用汽车","","","9999-12-31"
"850921","汽车零部件","","","9999-12-31"
"850931","摩托车","","","9999-12-31"
"850932","农机设备","","","9999-12-31"
"850933","其他交运设备","","","9999-12-31"
"850934","航空航天设备","","","9999-12-31"
"850935","船舶制造","","","9999-12-31"
"850936","铁路设备","","","9999-12-31"
"850941","汽车服务Ⅲ","","","9999-12-31"
"851011","交换设备","","","9999-12-31"
"851012","终端设备","","","9999-12-31"
"851013","通信传输设备","","","9999-12-31"
"851014","通信配套服务","","","9999-12-31"
"851021","计算机设备","","","9999-12-31"
"851111","冰箱","","","9999-12-31"
"851112","空调","","","9999-12-31"
"851113","洗衣机","","","9999-12-31"
"851114","小家电","","","9999-12-31"
"851115","家电零部件","","","9999-12-31"
"851121","彩电","","","9999-12-31"
"851122","其它视听器材","","","9999-12-31"
"851211","肉制品","","","9999-12-31"
"851212","制糖","","","9999-12-31"
"851213","食品综合","","","9999-12-31"
"851221","调味发酵品","","","9999-12-31"
"851222","乳品","","","9999-12-31"
"851231","白酒","","","9999-12-31"
"851232","啤酒","","","9999-12-31"
"851233","其他酒类","","","9999-12-31"
"851234","软饮料","","","9999-12-31"
"851235","葡萄酒","","","9999-12-31"
"851236","黄酒","","","2014-02-21"
"851311","毛纺","","","9999-12-31"
"851312","棉纺","","","9999-12-31"
"851313","丝绸","","","9999-12-31"
"851314","印染","","","9999-12-31"
"851321","服装家纺","","","9999-12-31"
"851411","造纸","","","9999-12-31"
"851421","包装印刷Ⅲ","","","9999-12-31"
"851431","其他家用轻工","","","9999-12-31"
"851432","家具","","","9999-12-31"
"851433","其他家用轻工","","","9999-12-31"
"851511","化学原料药","","","9999-12-31"
"851512","化学制剂","","","9999-12-31"
"851513","化学药","","","9999-12-31"
"851521","中药","","","9999-12-31"
"851531","生物制品","","","9999-12-31"
"851541","医药商业","","","9999-12-31"
"851551","医疗器械","","","9999-12-31"
"851561","医疗服务","","","9999-12-31"
"851611","火电","","","9999-12-31"
"851612","水电","","","9999-12-31"
"851613","燃机发电","","","9999-12-31"
"851614","热电","","","9999-12-31"
"851615","新能源发电","","","2014-02-21"
"851621","水务Ⅲ","","","9999-12-31"
"851631","燃气","","","9999-12-31"
"851641","环保工程及服务Ⅲ","","","9999-12-31"
"851711","港口","","","9999-12-31"
"851721","公交Ⅲ","","","9999-12-31"
"851731","高速公路Ⅲ","","","9999-12-31"
"851741","航空运输Ⅲ","","","9999-12-31"
"851751","机场Ⅲ","","","9999-12-31"
"851761","航运Ⅲ","","","9999-12-31"
"851771","铁路运输Ⅲ","","","9999-12-31"
"851781","物流","","","9999-12-31"
"851811","房地产开发","","","9999-12-31"
"851821","园区开发Ⅲ","","","9999-12-31"
"851911","银行","","","9999-12-31"
"851921","多元金融Ⅲ","","","9999-12-31"
"851931","证券Ⅲ","","","9999-12-31"
"851941","保险","","","9999-12-31"
"852011","百货零售","","","9999-12-31"
"852012","专业连锁","","","9999-12-31"
"852013","商业物业经营","","","9999-12-31"
"852021","贸易","","","9999-12-31"
"852031","百货","","","2014-02-21"
"852032","超市","","","2014-02-21"
"852033","多业态零售","","","2014-02-21"
"852041","专业连锁","","","2014-02-21"
"852051","一般物业经营","","","2014-02-21"
"852052","专业市场","","","9999-12-31"
"852111","人工景点","","","9999-12-31"
"852112","自然景点","","","9999-12-31"
"852121","酒店","","","9999-12-31"
"852131","旅游综合Ⅲ","","","9999-12-31"
"852141","餐饮","","","9999-12-31"
"852151","其他休闲服务Ⅲ","","","2014-02-21"
"852211","通信运营Ⅲ","","","9999-12-31"
"852221","互联网信息服务","","","9999-12-31"
"852222","移动互联网服务","","","9999-12-31"
"852223","其他互联网服务","","","9999-12-31"
"852224","有线电视网络","","","9999-12-31"
"852225","软件开发","","","2014-02-21"
"852226","IT服务","","","2014-02-21"
"852231","计算机应用","","","9999-12-31"
"852232","软件开发及服务","","","9999-12-31"
"852233","系统集成","","","9999-12-31"
"852241","平面媒体","","","9999-12-31"
"852242","影视动漫","","","9999-12-31"
"852311","综合","","","9999-12-31"
"857221","装修装饰","","","2014-02-21"
"857231","城轨建设","","","2014-02-21"
"857232","路桥施工","","","2014-02-21"
"857233","水利工程","","","2014-02-21"
"857234","铁路建设","","","2014-02-21"
"857235","其他基础建设","","","2014-02-21"
"857241","钢结构","","","2014-02-21"
"857242","化学工程","","","2014-02-21"
"857243","国际工程承包","","","2014-02-21"
"857244","其他专业工程","","","2014-02-21"
"857251","园林工程","","","2014-02-21"
"857321","电网自动化","","","2014-02-21"
"857322","工控自动化","","","2014-02-21"
"857323","计量仪表","","","2014-02-21"
"857331","综合电力设备商","","","2014-02-21"
"857332","风电设备","","","2014-02-21"
"857333","光伏设备","","","2014-02-21"
"857334","火电设备","","","2014-02-21"
"857335","储能设备","","","2014-02-21"
"857336","其它电源设备","","","2014-02-21"
"857341","高压设备","","","2014-02-21"
"857342","中压设备","","","2014-02-21"
"857343","低压设备","","","2014-02-21"
"857344","线缆部件及其他","","","2014-02-21"
"857411","航天装备Ⅲ","","","2014-02-21"
"857421","航空装备Ⅲ","","","2014-02-21"
"857431","地面兵装Ⅲ","","","2014-02-21"
"858811","其他交运设备","","","2014-02-21"
"899001","全国中小企业股份转让系统成份指数","3","8","2015-03-18"
"899002","全国中小企业股份转让系统做市成份指数","3","8","2015-03-18"
"899003","全国中小企业股份转让系统创新层成份指数","","8","2019-01-14"
"899301","全国中小企业股份转让系统民营龙头指数","","8","2019-01-14"
"899302","全国中小企业股份转让系统民营高技术制造指数","","8","2019-01-14"
"899303","全国中小企业股份转让系统民营高技术服务指数","","8","2019-01-14"
"899304","全国中小企业股份转让系统民营医药制造指数","","8","2019-01-14"
"899305","全国中小企业股份转让系统民营消费指数","","8","2019-04-22"
"899306","全国中小企业股份转让系统研发指数","","8","2019-04-22"
"899307","全国中小企业股份转让系统活跃股票指数","","8","2019-04-22"
"921110","深证长三角地方政府债券指数","2","2","2020-06-03"
"921111","深证浙江省地方政府债券指数","2","2","2020-06-03"
"921112","深证江苏省地方政府债券指数","2","2","2020-06-03"
"921113","深证广东省地方政府债券指数","2","2","2020-06-03"
"921114","深证四川省地方政府债券指数","2","2","2020-06-03"
"921115","深证山东省地方政府债券指数","2","2","2020-06-03"
"921116","深证贵州省地方政府债券指数","2","2","2020-06-03"
"921117","深证河南省地方政府债券指数","2","2","2020-06-03"
"921118","深证河北省地方政府债券指数","2","2","2020-06-03"
"921119","深证湖南省地方政府债券指数","2","2","2020-06-03"
"921120","深证湖北省地方政府债券指数","2","2","2020-06-03"
"921121","深证云南省地方政府债券指数","2","2","2020-06-03"
"921122","深证福建省地方政府债券指数","2","2","2020-06-03"
"921123","深证辽宁省地方政府债券指数","2","2","2020-06-03"
"921124","深证安徽省地方政府债券指数","2","2","2020-06-03"
"921125","深证陕西省地方政府债券指数","2","2","2020-06-03"
"922110","深证长三角地方政府债券指数(净价)","2","2","2020-06-03"
"922111","深证浙江省地方政府债券指数(净价)","2","2","2020-06-03"
"922112","深证江苏省地方政府债券指数(净价)","2","2","2020-06-03"
"922113","深证广东省地方政府债券指数(净价)","2","2","2020-06-03"
"922114","深证四川省地方政府债券指数(净价)","2","2","2020-06-03"
"922115","深证山东省地方政府债券指数(净价)","2","2","2020-06-03"
"922116","深证贵州省地方政府债券指数(净价)","2","2","2020-06-03"
"922117","深证河南省地方政府债券指数(净价)","2","2","2020-06-03"
"922118","深证河北省地方政府债券指数(净价)","2","2","2020-06-03"
"922119","深证湖南省地方政府债券指数(净价)","2","2","2020-06-03"
"922120","深证湖北省地方政府债券指数(净价)","2","2","2020-06-03"
"922121","深证云南省地方政府债券指数(净价)","2","2","2020-06-03"
"922122","深证福建省地方政府债券指数(净价)","2","2","2020-06-03"
"922123","深证辽宁省地方政府债券指数(净价)","2","2","2020-06-03"
"922124","深证安徽省地方政府债券指数(净价)","2","2","2020-06-03"
"922125","深证陕西省地方政府债券指数(净价)","2","2","2020-06-03"
"923110","深证长三角地方政府债券指数(全价)","2","2","2020-06-03"
"923111","深证浙江省地方政府债券指数(全价)","2","2","2020-06-03"
"923112","深证江苏省地方政府债券指数(全价)","2","2","2020-06-03"
"923113","深证广东省地方政府债券指数(全价)","2","2","2020-06-03"
"923114","深证四川省地方政府债券指数(全价)","2","2","2020-06-03"
"923115","深证山东省地方政府债券指数(全价)","2","2","2020-06-03"
"923116","深证贵州省地方政府债券指数(全价)","2","2","2020-06-03"
"923117","深证河南省地方政府债券指数(全价)","2","2","2020-06-03"
"923118","深证河北省地方政府债券指数(全价)","2","2","2020-06-03"
"923119","深证湖南省地方政府债券指数(全价)","2","2","2020-06-03"
"923120","深证湖北省地方政府债券指数(全价)","2","2","2020-06-03"
"923121","深证云南省地方政府债券指数(全价)","2","2","2020-06-03"
"923122","深证福建省地方政府债券指数(全价)","2","2","2020-06-03"
"923123","深证辽宁省地方政府债券指数(全价)","2","2","2020-06-03"
"923124","深证安徽省地方政府债券指数(全价)","2","2","2020-06-03"
"923125","深证陕西省地方政府债券指数(全价)","2","2","2020-06-03"
"930598","中证稀土产业指数","3","3","2015-03-02"
"930599","中证高端装备制造指数","3","3","2015-03-02"
"930601","中证软件服务指数","3","3","2015-03-10"
"930604","中证海外中国互联网30指数(人民币)","3","","2015-03-23"
"930605","中证海外中国互联网30指数(美元)","3","","2015-03-23"
"930606","中证钢铁指数","3","3","2015-03-31"
"930607","中证汽车指数","3","3","2015-03-31"
"930608","中证基建指数","3","3","2015-03-31"
"930609","中证纯债债券型基金指数","3","3","2015-03-31"
"930610","中证普通债券型基金指数","3","3","2015-03-31"
"930611","中证中小国企改革指数","3","3","2015-04-07"
"930612","中证混合所有制改革指数","3","3","2015-04-07"
"930613","中证非周期民营企业指数","3","3","2015-04-07"
"930614","中证环保产业50指数","3","3","2015-04-07"
"930616","中证文体指数","3","3","2015-05-19"
"930617","中证军工信息安全150指数","3","3","2015-04-16"
"930618","中证保险主题指数","3","3","2015-04-16"
"930619","中证黄金采掘指数","3","3","2015-04-16"
"930620","中证申万一带一路主题投资指数","1","3","2015-04-23"
"930621","中证申万高铁主题投资指数","3","3","2015-04-23"
"930622","中证申万白酒行业投资指数","3","3","2015-04-23"
"930623","中证娱乐大数据指数","3","3","2015-04-28"
"930624","中证医药大数据指数","3","3","2015-04-28"
"930625","中证沪港深互联网指数(人民币)","3","9","2015-04-21"
"930626","中证沪港深内地保险指数(人民币)","3","9","2015-04-21"
"930627","中证沪港深互联网指数(港元)","3","9","2015-04-21"
"930628","中证沪港深内地保险指数(港元)","3","9","2015-04-21"
"930629","中证申万新兴健康产业主题投资指数","3","3","2015-05-08"
"930632","中证稀有金属主题指数","3","3","2015-05-12"
"930633","中证旅游主题指数","3","3","2015-05-08"
"930634","中证土地改革农业主题指数","3","3","2015-05-08"
"930635","中证智慧农业主题指数","3","3","2015-05-08"
"930640","中证万得重组主题指数","3","3","2015-05-08"
"930641","中证中药指数","3","3","2015-05-19"
"930642","中证核能核电指数","3","3","2015-05-19"
"930643","中证轻资产指数","3","3","2015-05-19"
"930644","中证港股通中国内地企业综合指数(港币)","","4","2018-08-14"
"930645","中证港股通中国内地企业综合指数(人民币)","","4","2018-08-14"
"930646","中证美国上市中国内地企业指数(美元)","","5","2018-08-14"
"930647","中证美国上市中国内地企业指数(人民币)","","5","2018-08-14"
"930648","中证智能消费主题指数","3","3","2015-06-05"
"930649","中证民用安防主题指数","3","3","2015-06-24"
"930650","中证海洋经济主题指数","3","3","2015-05-29"
"930651","中证计算机主题指数","3","3","2015-06-05"
"930652","中证电子指数","3","3","2015-06-05"
"930653","中证食品饮料指数","3","3","2015-06-05"
"930654","中证休闲娱乐指数","3","3","2015-06-05"
"930655","中证500两倍杠杆指数","3","1","2015-06-16"
"930656","中证500反向指数","3","1","2015-06-16"
"930657","中证500反向两倍杠杆指数","3","1","2015-06-16"
"930660","中证申万体育产业主题投资指数","3","3","2015-06-24"
"930661","中证申万互联网金融主题投资指数","3","3","2015-06-24"
"930662","中证现代农业主题指数","3","3","2015-07-13"
"930663","中证创投主题指数","3","3","2015-07-13"
"930665","中证商品期货动量策略指数","3","7","2015-07-20"
"930666","中证商品期货趋势配置策略指数","3","7","2015-07-20"
"930667","沪深300精明指数(人民币)","3","9","2015-07-16"
"930668","沪深300精明指数(港元)","3","9","2015-07-16"
"930669","沪深300精明指数(美元)","3","9","2015-07-16"
"930670","中证500商业服务与商业用品指数","3","3","2015-07-07"
"930671","中证500运输指数","3","3","2015-07-07"
"930672","中证500资本品指数","3","3","2015-07-07"
"930673","中证500房地产指数","3","3","2015-07-07"
"930674","中证500零售业指数","3","3","2015-07-07"
"930675","中证500媒体指数","3","3","2015-07-07"
"930676","中证500耐用消费品与服装指数","3","3","2015-07-07"
"930677","中证500汽车与零部件指数","3","3","2015-07-07"
"930679","中证500技术硬件与设备指数","3","3","2015-07-07"
"930680","中证500软件与服务指数","3","3","2015-07-07"
"930681","中证500制药、生物科技和生命科学指数","3","3","2015-07-07"
"930682","中证500食品饮料指数","3","3","2015-07-07"
"930683","中证500电气设备指数","3","3","2015-07-07"
"930684","中证500机械制造指数","3","3","2015-07-07"
"930685","中证500建筑与工程指数","3","3","2015-07-07"
"930686","中证500多元化零售指数","3","3","2015-07-07"
"930687","中证500纺织服装指数","3","3","2015-07-07"
"930688","中证500家庭耐用消费品指数","3","3","2015-07-07"
"930689","中证500煤炭指数","3","3","2015-07-07"
"930690","中证500电子设备与仪器指数","3","3","2015-07-07"
"930691","中证500制药指数","3","3","2015-07-07"
"930692","中证500化学制品指数","3","3","2015-07-07"
"930693","中证500建筑材料指数","3","3","2015-07-07"
"930694","中证500有色金属指数","3","3","2015-07-07"
"930695","中证500农牧渔指数","3","3","2015-07-07"
"930696","中证500饮料指数","3","3","2015-07-07"
"930697","中证全指家用电器指数","3","3","2015-07-07"
"930698","中证水利指数","3","3","2015-07-31"
"930699","中证萧何重组预期60指数","3","3","2015-07-16"
"930700","中证上海改革发展主题指数","3","3","2015-07-09"
"930701","中证京津冀协同发展主题指数","3","3","2015-07-09"
"930702","中证西部发展主题指数","3","3","2015-07-09"
"930703","中证福建50指数","3","3","2015-07-09"
"930704","中证广东发展主题指数","3","3","2015-07-09"
"930705","中证电商大数据","3","3","2015-07-22"
"930706","中证水泥指数","3","3","2015-07-13"
"930707","中证畜牧养殖指数","3","3","2015-07-13"
"930708","中证有色金属指数","3","3","2015-07-13"
"930709","中证香港证券投资主题指数(港元)","3","4","2015-07-13"
"930710","中证香港证券投资主题指数(人民币)","3","4","2015-07-13"
"930711","中证智能穿戴主题指数","3","3","2015-07-31"
"930712","中证物联网主题指数","3","3","2015-07-31"
"930713","中证人工智能主题指数","3","3","2015-07-31"
"930715","中证朝阳永续超预期88指数","3","3","2015-08-05"
"930716","中证现代物流指数","3","3","2015-07-31"
"930717","中证沪港深中国教育主题指数(人民币)","3","3","2015-07-31"
"930718","中证航运指数","3","3","2015-07-31"
"930719","中证精准医疗主题指数","3","3","2015-08-05"
"930720","中证互联网医疗主题指数","3","3","2015-08-05"
"930721","中证智能汽车主题指数","3","3","2015-08-05"
"930722","中证互联网平台主题指数","3","3","2015-08-05"
"930723","中证锐联沪港深基本面100指数(人民币)","3","9","2015-08-05"
"930724","中证锐联沪港深基本面100指数(港元)","3","9","2015-08-05"
"930725","中证车联网主题指数","3","3","2015-08-05"
"930726","中证生物医药指数","3","3","2015-08-05"
"930727","中证自贸区主题指数","3","3","2015-08-05"
"930728","中证上海主题乐园指数","3","3","2015-08-05"
"930730","中证银联智策消费大数据指数","3","3","2015-08-24"
"930731","中证西藏发展主题指数","3","3","2015-08-26"
"930732","中证中国制造主题指数","3","3","2015-08-10"
"930733","中证互联网+主题指数","3","3","2015-08-10"
"930734","中证360互联网+大数据100指数","3","3","2015-08-10"
"930735","中证海外中国内地企业互联互通指数(人民币)","","9","2018-08-14"
"930736","中证海外中国内地企业互联互通指数(港币)","","9","2018-08-14"
"930737","中证海外中国内地企业互联互通指数(美元)","","9","2018-08-14"
"930738","中证四川国企改革指数","3","3","2018-07-10"
"930739","中证银联智策大数据100指数","3","3","2015-08-24"
"930740","沪深300红利低波动指数","","3","2018-12-04"
"930741","中证航空主题指数","3","3","2015-08-26"
"930742","中证电子商务主题指数","3","3","2015-08-26"
"930743","中证生物科技主题指数","3","3","2015-08-26"
"930744","中证信托主题指数","3","3","2015-08-26"
"930745","中证万得大数据产业指数","3","3","2015-08-26"
"930746","中证香港中小企业投资主题指数(港元)","3","4","2015-08-26"
"930747","中证香港中小企业投资主题指数(人民币)","3","4","2015-08-26"
"930748","沪深300美元指数","3","","2015-11-06"
"930749","沪深300美元指数(CNH)","3","","2015-11-06"
"930750","中证小盘500美元指数","3","","2015-11-06"
"930751","中证小盘500美元指数(CNH)","3","","2015-11-06"
"930752","中证小盘500港元指数","3","","2015-11-06"
"930753","中证小盘500港元指数(CNH)","3","","2015-11-06"
"930754","中证民营企业200美元指数","3","","2015-11-06"
"930755","中证民营企业200美元指数(CNH)","3","","2015-11-06"
"930756","中证环保产业美元指数","3","","2015-11-06"
"930757","中证环保产业美元指数(CNH)","3","","2015-11-06"
"930758","中证浙江凤凰行动50指数","","3","2018-11-21"
"930759","中证雪球领先组合100指数","3","3","2015-09-15"
"930760","中证雪球智选大数据100指数","3","3","2015-09-16"
"930761","中证中金优选100美元指数","3","","2018-02-14"
"930762","中证雪球社交投资精选大数据指数","3","3","2015-09-15"
"930763","中证房天下大数据指数","3","3","2015-09-23"
"930764","中证艾瑞中国互联网主题指数(人民币)","3","","2015-12-07"
"930765","中证艾瑞中国互联网主题指数(美元)","3","","2015-12-07"
"930766","中证民参军主题指数","3","3","2015-10-29"
"930767","沪深300AH优选指数(人民币)","1","9","2015-12-10"
"930768","沪深300AH优选指数(港元)","2","9","2015-12-10"
"930769","中证东方财富大数据100指数","3","3","2015-12-07"
"930770","中证东方财富大数据188指数","3","3","2015-12-07"
"930771","中证新能源产业指数","3","3","2015-12-16"
"930772","中证100两倍杠杆指数","3","3","2015-12-25"
"930773","中证100反向指数","3","3","2015-12-25"
"930774","中证100反向两倍杠杆指数","3","3","2015-12-25"
"930775","中证钢铁产业期货成份指数","3","7","2015-12-25"
"930776","中证增持与回购事件指数","3","3","2016-01-14"
"930777","中证定向增发事件指数","3","3","2016-01-14"
"930778","中证高端制造大数据指数","3","3","2016-01-20"
"930779","中证银联商务消费领先大数据指数","3","3","2016-01-20"
"930780","中证兴业中高等级信用债指数","3","9","2016-02-01"
"930781","中证影视主题指数","3","3","2016-02-04"
"930782","中证500行业中性低波动指数","3","3","2016-02-04"
"930783","中证英大能源互联网等权指数","3","3","2016-02-04"
"930784","中证香港红利等权投资指数(港币)","3","4","2016-02-04"
"930785","中证香港红利等权投资指数(人民币)","3","4","2016-02-04"
"930786","中证短融AAA指数","3","6","2016-03-03"
"930787","中证短融AA+指数","3","6","2016-03-03"
"930788","中证短融AA指数","3","6","2016-03-03"
"930789","中证并购预期主题指数","3","3","2016-03-29"
"930790","中证娱乐主题指数","3","3","2016-03-22"
"930791","中证医药主题指数","3","3","2016-03-22"
"930792","中证香港银行投资指数(港币)","3","4","2016-04-22"
"930793","中证香港银行投资指数(人民币)","3","4","2016-04-22"
"930794","中证中美互联网指数(人民币)","3","9","2016-04-22"
"930795","中证中美互联网指数(美元)","3","9","2016-04-22"
"930796","中证全球中国互联网指数(人民币)","3","9","2016-04-22"
"930797","中证全球中国互联网指数(美元)","3","9","2016-04-22"
"930820","中证高端制造主题指数","3","3","2016-05-11"
"930821","中证虚拟现实主题指数","3","3","2016-05-11"
"930822","中证高校院所企业指数","3","3","2016-05-11"
"930823","中证中票指数","3","6","2016-05-25"
"930824","中证中票AAA指数","3","6","2016-05-25"
"930825","中证中票AA+指数","3","6","2016-05-25"
